state,county,state_code,county_code,year_span,measure_name,measure_id,numerator,denominator,raw_value,confidence_lower,confidence_upper
AL,Bullock County,1,11,2007,Physical inactivity,70,813.44,2542,0.32,0.26,0.39
AL,Bullock County,1,11,2008,Physical inactivity,70,827.2,2585,0.32,0.26,0.4
AL,Bullock County,1,11,2009,Physical inactivity,70,757.37,2459,0.31,0.25,0.38
AL,Bullock County,1,11,2010,Physical inactivity,70,2659,8181.538462,0.325,0.258,0.398
AL,Butler County,1,13,2004,Physical inactivity,70,1546.88,4834,0.32,0.26,0.4
AL,Butler County,1,13,2005,Physical inactivity,70,1434.99,4629,0.31,0.24,0.38
AL,Butler County,1,13,2006,Physical inactivity,70,1640.76,4972,0.33,0.27,0.41
AL,Butler County,1,13,2007,Physical inactivity,70,1717,5050,0.34,0.28,0.42
AL,Butler County,1,13,2008,Physical inactivity,70,1807.4,5164,0.35,0.29,0.42
AL,Butler County,1,13,2009,Physical inactivity,70,1946.39,5318,0.37,0.32,0.42
AL,Butler County,1,13,2010,Physical inactivity,70,5678,15387.53388,0.369,0.319,0.422
AL,Calhoun County,1,15,2004,Physical inactivity,70,8004.2,25820,0.31,0.26,0.37
AL,Calhoun County,1,15,2005,Physical inactivity,70,8910,27000,0.33,0.27,0.38
AL,Calhoun County,1,15,2006,Physical inactivity,70,8617.6,26930,0.32,0.28,0.37
AL,Calhoun County,1,15,2007,Physical inactivity,70,8636.8,26990,0.32,0.28,0.37
AL,Calhoun County,1,15,2008,Physical inactivity,70,8640,27000,0.32,0.28,0.37
AL,Calhoun County,1,15,2009,Physical inactivity,70,9630.3,28492,0.34,0.31,0.37
AL,Calhoun County,1,15,2010,Physical inactivity,70,29178,87621.62162,0.333,0.3,0.366
AL,Chambers County,1,17,2004,Physical inactivity,70,2696.96,8428,0.32,0.26,0.4
AL,Chambers County,1,17,2005,Physical inactivity,70,2828.1,8570,0.33,0.26,0.41
AL,Chambers County,1,17,2006,Physical inactivity,70,3134.25,8955,0.35,0.28,0.43
AL,Chambers County,1,17,2007,Physical inactivity,70,2968.54,8731,0.34,0.28,0.41
AL,Chambers County,1,17,2008,Physical inactivity,70,3320.64,9224,0.36,0.3,0.43
AL,Chambers County,1,17,2009,Physical inactivity,70,3308.99,9243,0.36,0.31,0.42
AL,Chambers County,1,17,2010,Physical inactivity,70,9938,25679.58656,0.387,0.334,0.443
AL,Cherokee County,1,19,2004,Physical inactivity,70,2293.2,6552,0.35,0.26,0.46
AL,Cherokee County,1,19,2005,Physical inactivity,70,2698.76,7102,0.38,0.28,0.5
AL,Cherokee County,1,19,2006,Physical inactivity,70,2882.1,7390,0.39,0.3,0.5
AL,Cherokee County,1,19,2007,Physical inactivity,70,2585.93,6989,0.37,0.29,0.47
AL,Cherokee County,1,19,2008,Physical inactivity,70,2554.48,6904,0.37,0.28,0.46
AL,Cherokee County,1,19,2009,Physical inactivity,70,2419.36,6758,0.36,0.29,0.43
AL,Cherokee County,1,19,2010,Physical inactivity,70,6779,19821.63743,0.342,0.272,0.414
AL,Chilton County,1,21,2004,Physical inactivity,70,3051.52,9536,0.32,0.25,0.4
AL,Chilton County,1,21,2005,Physical inactivity,70,3139.52,9811,0.32,0.25,0.4
AL,Chilton County,1,21,2006,Physical inactivity,70,3326.4,10080,0.33,0.26,0.41
AL,Chilton County,1,21,2007,Physical inactivity,70,3216,10050,0.32,0.25,0.41
AL,Chilton County,1,21,2008,Physical inactivity,70,3200,10000,0.32,0.26,0.4
AL,Chilton County,1,21,2009,Physical inactivity,70,3002.86,9718,0.31,0.25,0.37
AL,Chilton County,1,21,2010,Physical inactivity,70,9982,31688.88889,0.315,0.262,0.371
AL,Choctaw County,1,23,2004,Physical inactivity,70,1210.11,3667,0.33,0.26,0.42
AL,Choctaw County,1,23,2005,Physical inactivity,70,1178.76,3572,0.33,0.26,0.41
AL,Choctaw County,1,23,2006,Physical inactivity,70,1234.2,3630,0.34,0.27,0.41
AL,Choctaw County,1,23,2007,Physical inactivity,70,1025.48,3308,0.31,0.26,0.37
AL,Choctaw County,1,23,2008,Physical inactivity,70,1235.56,3634,0.34,0.29,0.4
AL,Choctaw County,1,23,2009,Physical inactivity,70,1272.95,3637,0.35,0.3,0.4
AL,Choctaw County,1,23,2010,Physical inactivity,70,3942,10401.05541,0.379,0.328,0.435
AL,Clarke County,1,25,2004,Physical inactivity,70,2123.55,6435,0.33,0.27,0.41
AL,Clarke County,1,25,2005,Physical inactivity,70,1952,6100,0.32,0.26,0.39
AL,Clarke County,1,25,2006,Physical inactivity,70,1767.6,5892,0.3,0.25,0.37
AL,Clarke County,1,25,2007,Physical inactivity,70,1924.16,6013,0.32,0.25,0.39
AL,Clarke County,1,25,2008,Physical inactivity,70,2491.56,6921,0.36,0.3,0.43
AL,Clarke County,1,25,2009,Physical inactivity,70,2704.08,7116,0.38,0.33,0.44
AL,Clarke County,1,25,2010,Physical inactivity,70,6923,18710.81081,0.37,0.322,0.419
AL,Clay County,1,27,2004,Physical inactivity,70,1026.72,3312,0.31,0.24,0.41
AL,Clay County,1,27,2005,Physical inactivity,70,1015.56,3276,0.31,0.23,0.4
AL,Clay County,1,27,2006,Physical inactivity,70,1274,3640,0.35,0.26,0.44
AL,Clay County,1,27,2007,Physical inactivity,70,1390.68,3863,0.36,0.29,0.46
AL,Clay County,1,27,2008,Physical inactivity,70,1380.96,3836,0.36,0.29,0.45
AL,Clay County,1,27,2009,Physical inactivity,70,1463.63,3903,0.38,0.31,0.44
AL,Clay County,1,27,2010,Physical inactivity,70,4119,10454.31472,0.394,0.324,0.463
AL,Cleburne County,1,29,2004,Physical inactivity,70,988.2,3294,0.3,0.23,0.4
AL,Cleburne County,1,29,2005,Physical inactivity,70,1027.03,3313,0.31,0.23,0.41
AL,Cleburne County,1,29,2006,Physical inactivity,70,1062.06,3426,0.31,0.23,0.41
AL,Cleburne County,1,29,2007,Physical inactivity,70,1122.88,3509,0.32,0.24,0.42
AL,Cleburne County,1,29,2008,Physical inactivity,70,1129.6,3530,0.32,0.24,0.42
AL,Cleburne County,1,29,2009,Physical inactivity,70,1233.14,3681,0.34,0.27,0.41
AL,Cleburne County,1,29,2010,Physical inactivity,70,3829,11034.58213,0.347,0.274,0.428
AL,Coffee County,1,31,2004,Physical inactivity,70,2740.21,9449,0.29,0.22,0.36
AL,Coffee County,1,31,2005,Physical inactivity,70,2999.1,9997,0.3,0.24,0.37
AL,Coffee County,1,31,2006,Physical inactivity,70,3702.6,11220,0.33,0.27,0.4
AL,Coffee County,1,31,2007,Physical inactivity,70,3144,10480,0.3,0.25,0.36
AL,Coffee County,1,31,2008,Physical inactivity,70,3189,10630,0.3,0.25,0.36
AL,Coffee County,1,31,2009,Physical inactivity,70,2936.08,10266,0.29,0.24,0.34
AL,Coffee County,1,31,2010,Physical inactivity,70,11276,36849.6732,0.306,0.261,0.356
AL,Colbert County,1,33,2004,Physical inactivity,70,4201.6,13130,0.32,0.26,0.4
AL,Colbert County,1,33,2005,Physical inactivity,70,4468.2,13540,0.33,0.26,0.41
AL,Colbert County,1,33,2006,Physical inactivity,70,3918.4,12640,0.31,0.25,0.38
AL,Colbert County,1,33,2007,Physical inactivity,70,4749.8,13970,0.34,0.28,0.41
AL,Colbert County,1,33,2008,Physical inactivity,70,4300.8,13440,0.32,0.27,0.38
AL,Colbert County,1,33,2009,Physical inactivity,70,4967.65,14316,0.35,0.3,0.39
AL,Colbert County,1,33,2010,Physical inactivity,70,12599,41039.08795,0.307,0.268,0.347
AL,Conecuh County,1,35,2004,Physical inactivity,70,1203.3,3438,0.35,0.28,0.45
AL,Conecuh County,1,35,2005,Physical inactivity,70,1130.84,3326,0.34,0.27,0.43
AL,Conecuh County,1,35,2006,Physical inactivity,70,1223.6,3496,0.35,0.28,0.44
AL,Conecuh County,1,35,2007,Physical inactivity,70,1131.18,3327,0.34,0.27,0.42
AL,Conecuh County,1,35,2008,Physical inactivity,70,1253.16,3481,0.36,0.29,0.44
AL,Conecuh County,1,35,2009,Physical inactivity,70,1254.11,3474,0.36,0.3,0.42
AL,Conecuh County,1,35,2010,Physical inactivity,70,3657,9804.289544,0.373,0.313,0.437
AL,Coosa County,1,37,2004,Physical inactivity,70,917.73,2781,0.33,0.25,0.42
AL,Coosa County,1,37,2005,Physical inactivity,70,920.04,2788,0.33,0.26,0.42
AL,Coosa County,1,37,2006,Physical inactivity,70,1014.65,2899,0.35,0.27,0.44
AL,Coosa County,1,37,2007,Physical inactivity,70,1073.16,2981,0.36,0.28,0.45
AL,Coosa County,1,37,2008,Physical inactivity,70,1032.15,2949,0.35,0.28,0.44
AL,Coosa County,1,37,2009,Physical inactivity,70,994.58,2858,0.35,0.28,0.42
AL,Coosa County,1,37,2010,Physical inactivity,70,2793,8783.018868,0.318,0.253,0.386
AL,Covington County,1,39,2004,Physical inactivity,70,2308.98,7962,0.29,0.23,0.37
AL,Covington County,1,39,2005,Physical inactivity,70,2996.4,9080,0.33,0.26,0.41
AL,Covington County,1,39,2006,Physical inactivity,70,3386.95,9677,0.35,0.28,0.43
AL,Covington County,1,39,2007,Physical inactivity,70,3382.4,9664,0.35,0.28,0.42
AL,Covington County,1,39,2008,Physical inactivity,70,3818.4,10320,0.37,0.31,0.45
AL,Covington County,1,39,2009,Physical inactivity,70,3833.32,10277,0.37,0.32,0.43
AL,Covington County,1,39,2010,Physical inactivity,70,10909,28335.06494,0.385,0.329,0.443
AL,Crenshaw County,1,41,2004,Physical inactivity,70,913.2,3044,0.3,0.23,0.39
AL,Crenshaw County,1,41,2005,Physical inactivity,70,983.01,3171,0.31,0.24,0.4
AL,Crenshaw County,1,41,2006,Physical inactivity,70,972.47,3137,0.31,0.24,0.39
AL,Crenshaw County,1,41,2007,Physical inactivity,70,977.12,3152,0.31,0.24,0.39
AL,Crenshaw County,1,41,2008,Physical inactivity,70,988.9,3190,0.31,0.25,0.39
AL,Crenshaw County,1,41,2009,Physical inactivity,70,1129.92,3383,0.33,0.27,0.41
AL,Crenshaw County,1,41,2010,Physical inactivity,70,3456,10194.69027,0.339,0.27,0.412
AL,Cullman County,1,43,2004,Physical inactivity,70,4670.4,16680,0.28,0.22,0.36
AL,Cullman County,1,43,2005,Physical inactivity,70,5019.9,17310,0.29,0.23,0.36
AL,Cullman County,1,43,2006,Physical inactivity,70,5818.7,18770,0.31,0.25,0.38
AL,Cullman County,1,43,2007,Physical inactivity,70,5747.4,18540,0.31,0.25,0.38
AL,Cullman County,1,43,2008,Physical inactivity,70,6112,19100,0.32,0.25,0.38
AL,Cullman County,1,43,2009,Physical inactivity,70,5261.42,17896,0.29,0.24,0.35
AL,Cullman County,1,43,2010,Physical inactivity,70,18812,59720.63492,0.315,0.26,0.369
AL,Dale County,1,45,2004,Physical inactivity,70,3719.1,11270,0.33,0.26,0.41
AL,Dale County,1,45,2005,Physical inactivity,70,3984.8,11720,0.34,0.28,0.43
AL,Dale County,1,45,2006,Physical inactivity,70,3270.5,10550,0.31,0.25,0.38
AL,Dale County,1,45,2007,Physical inactivity,70,2892.17,9973,0.29,0.24,0.36
AL,Dale County,1,45,2008,Physical inactivity,70,2879.41,9929,0.29,0.24,0.35
AL,Dale County,1,45,2009,Physical inactivity,70,3423.59,10938,0.31,0.27,0.36
AL,Dale County,1,45,2010,Physical inactivity,70,11381,36594.85531,0.311,0.266,0.359
AL,Dallas County,1,47,2004,Physical inactivity,70,3177.92,9931,0.32,0.27,0.39
AL,Dallas County,1,47,2005,Physical inactivity,70,3329.7,10090,0.33,0.27,0.39
AL,Dallas County,1,47,2006,Physical inactivity,70,3738,10680,0.35,0.3,0.4
AL,Dallas County,1,47,2007,Physical inactivity,70,3852,10700,0.36,0.31,0.41
AL,Dallas County,1,47,2008,Physical inactivity,70,3682,10520,0.35,0.31,0.39
AL,Dallas County,1,47,2009,Physical inactivity,70,3391.5,9975,0.34,0.3,0.38
AL,Dallas County,1,47,2010,Physical inactivity,70,10681,30959.42029,0.345,0.311,0.382
AL,DeKalb County,1,49,2004,Physical inactivity,70,6037.5,17250,0.35,0.28,0.44
AL,DeKalb County,1,49,2005,Physical inactivity,70,6667.4,18020,0.37,0.29,0.45
AL,DeKalb County,1,49,2006,Physical inactivity,70,5820.8,17120,0.34,0.28,0.42
AL,DeKalb County,1,49,2007,Physical inactivity,70,5094.4,15920,0.32,0.26,0.39
AL,DeKalb County,1,49,2008,Physical inactivity,70,4727.5,15250,0.31,0.25,0.37
AL,DeKalb County,1,49,2009,Physical inactivity,70,3807.42,13795,0.28,0.23,0.33
AL,DeKalb County,1,49,2010,Physical inactivity,70,15932,50900.95847,0.313,0.26,0.371
AL,Elmore County,1,51,2004,Physical inactivity,70,4096.4,14630,0.28,0.23,0.34
AL,Elmore County,1,51,2005,Physical inactivity,70,4809,16030,0.3,0.24,0.36
AL,Elmore County,1,51,2006,Physical inactivity,70,5291.7,17070,0.31,0.25,0.38
AL,Elmore County,1,51,2007,Physical inactivity,70,5403.3,17430,0.31,0.25,0.37
AL,Elmore County,1,51,2008,Physical inactivity,70,5109,17030,0.3,0.24,0.36
AL,Elmore County,1,51,2009,Physical inactivity,70,5829.31,18389,0.32,0.27,0.37
AL,Elmore County,1,51,2010,Physical inactivity,70,18133,58682.8479,0.309,0.265,0.359
AL,Escambia County,1,53,2004,Physical inactivity,70,2705.68,8728,0.31,0.25,0.38
AL,Escambia County,1,53,2005,Physical inactivity,70,2673.75,8625,0.31,0.25,0.38
AL,Escambia County,1,53,2006,Physical inactivity,70,3203.82,9423,0.34,0.27,0.41
AL,Escambia County,1,53,2007,Physical inactivity,70,2888.32,9026,0.32,0.26,0.39
AL,Escambia County,1,53,2008,Physical inactivity,70,3253.8,9570,0.34,0.28,0.41
AL,Escambia County,1,53,2009,Physical inactivity,70,3934.46,10464,0.38,0.33,0.42
AL,Escambia County,1,53,2010,Physical inactivity,70,11072,28609.81912,0.387,0.346,0.431
AL,Etowah County,1,55,2004,Physical inactivity,70,7779.2,24310,0.32,0.27,0.38
AL,Etowah County,1,55,2005,Physical inactivity,70,8870.6,26090,0.34,0.29,0.4
AL,Etowah County,1,55,2006,Physical inactivity,70,9954,27650,0.36,0.31,0.42
AL,Etowah County,1,55,2007,Physical inactivity,70,10397,28100,0.37,0.31,0.42
AL,Etowah County,1,55,2008,Physical inactivity,70,10036.8,27880,0.36,0.31,0.42
AL,Etowah County,1,55,2009,Physical inactivity,70,8964.89,26290,0.34,0.3,0.38
AL,Etowah County,1,55,2010,Physical inactivity,70,26282,77757.39645,0.338,0.301,0.377
AL,Fayette County,1,57,2004,Physical inactivity,70,1868.87,5051,0.37,0.29,0.48
AL,Fayette County,1,57,2005,Physical inactivity,70,1670.2,4772,0.35,0.26,0.45
AL,Fayette County,1,57,2006,Physical inactivity,70,1583.38,4657,0.34,0.26,0.44
AL,Fayette County,1,57,2007,Physical inactivity,70,1466.85,4445,0.33,0.26,0.42
AL,Fayette County,1,57,2008,Physical inactivity,70,1468.83,4451,0.33,0.26,0.41
AL,Fayette County,1,57,2009,Physical inactivity,70,1390.39,4265,0.33,0.27,0.39
AL,Fayette County,1,57,2010,Physical inactivity,70,4139,12894.081,0.321,0.26,0.386
AL,Franklin County,1,59,2004,Physical inactivity,70,1745.52,6234,0.28,0.21,0.36
AL,Franklin County,1,59,2005,Physical inactivity,70,1927.05,6645,0.29,0.22,0.39
AL,Franklin County,1,59,2006,Physical inactivity,70,2626.16,7724,0.34,0.26,0.44
AL,Franklin County,1,59,2007,Physical inactivity,70,2557.48,7522,0.34,0.26,0.42
AL,Franklin County,1,59,2008,Physical inactivity,70,2776.55,7933,0.35,0.28,0.43
AL,Franklin County,1,59,2009,Physical inactivity,70,3102.3,8362,0.37,0.31,0.44
AL,Franklin County,1,59,2010,Physical inactivity,70,8598,22989.30481,0.374,0.315,0.433
AL,Geneva County,1,61,2004,Physical inactivity,70,1713.9,5713,0.3,0.23,0.39
AL,Geneva County,1,61,2005,Physical inactivity,70,1751.7,5839,0.3,0.23,0.4
AL,Geneva County,1,61,2006,Physical inactivity,70,2266.78,6667,0.34,0.27,0.43
AL,Geneva County,1,61,2007,Physical inactivity,70,2371.6,6776,0.35,0.28,0.44
AL,Geneva County,1,61,2008,Physical inactivity,70,2672.88,7224,0.37,0.3,0.45
AL,Geneva County,1,61,2009,Physical inactivity,70,2461.82,6974,0.35,0.29,0.42
AL,Geneva County,1,61,2010,Physical inactivity,70,6951,20147.82609,0.345,0.288,0.404
AL,Greene County,1,63,2004,Physical inactivity,70,860.76,2391,0.36,0.29,0.44
AL,Greene County,1,63,2005,Physical inactivity,70,917.23,2479,0.37,0.29,0.45
AL,Greene County,1,63,2006,Physical inactivity,70,858.96,2386,0.36,0.29,0.44
AL,Greene County,1,63,2007,Physical inactivity,70,896.51,2423,0.37,0.3,0.44
AL,Greene County,1,63,2008,Physical inactivity,70,909.83,2459,0.37,0.3,0.45
AL,Greene County,1,63,2009,Physical inactivity,70,914.28,2406,0.38,0.32,0.44
AL,Greene County,1,63,2010,Physical inactivity,70,2376,6509.589041,0.365,0.304,0.429
AL,Hale County,1,65,2004,Physical inactivity,70,1684.8,4680,0.36,0.29,0.46
AL,Hale County,1,65,2005,Physical inactivity,70,1776.74,4802,0.37,0.29,0.46
AL,Hale County,1,65,2006,Physical inactivity,70,1777.11,4803,0.37,0.3,0.45
AL,Hale County,1,65,2007,Physical inactivity,70,1675.08,4653,0.36,0.3,0.43
AL,Hale County,1,65,2008,Physical inactivity,70,1733.76,4816,0.36,0.3,0.43
AL,Hale County,1,65,2009,Physical inactivity,70,1650.06,4635,0.36,0.3,0.41
AL,Hale County,1,65,2010,Physical inactivity,70,4359,11381.20104,0.383,0.33,0.439
AL,Henry County,1,67,2004,Physical inactivity,70,1432.08,4212,0.34,0.27,0.43
AL,Henry County,1,67,2005,Physical inactivity,70,1454.18,4277,0.34,0.27,0.44
AL,Henry County,1,67,2006,Physical inactivity,70,1303.04,4072,0.32,0.25,0.41
AL,Henry County,1,67,2007,Physical inactivity,70,1183.58,3818,0.31,0.24,0.38
AL,Henry County,1,67,2008,Physical inactivity,70,1195.98,3858,0.31,0.25,0.38
AL,Henry County,1,67,2009,Physical inactivity,70,1191.64,3844,0.31,0.25,0.37
AL,Henry County,1,67,2010,Physical inactivity,70,3946,13023.10231,0.303,0.249,0.362
AL,Houston County,1,69,2004,Physical inactivity,70,5940,19800,0.3,0.24,0.36
AL,Houston County,1,69,2005,Physical inactivity,70,6931.2,21660,0.32,0.26,0.38
AL,Houston County,1,69,2006,Physical inactivity,70,5552.4,19830,0.28,0.24,0.33
AL,Houston County,1,69,2007,Physical inactivity,70,7100.8,22190,0.32,0.27,0.36
AL,Houston County,1,69,2008,Physical inactivity,70,6909.9,22290,0.31,0.27,0.36
AL,Houston County,1,69,2009,Physical inactivity,70,8027.08,24251,0.33,0.3,0.37
AL,Houston County,1,69,2010,Physical inactivity,70,24586,74277.94562,0.331,0.295,0.366
AL,Jackson County,1,71,2004,Physical inactivity,70,4903.5,14010,0.35,0.28,0.44
AL,Jackson County,1,71,2005,Physical inactivity,70,4359.3,13210,0.33,0.26,0.42
AL,Jackson County,1,71,2006,Physical inactivity,70,4147.2,12960,0.32,0.25,0.41
AL,Jackson County,1,71,2007,Physical inactivity,70,3825.4,12340,0.31,0.24,0.38
AL,Jackson County,1,71,2008,Physical inactivity,70,3636,12120,0.3,0.24,0.38
AL,Jackson County,1,71,2009,Physical inactivity,70,3599.66,11959,0.3,0.24,0.37
AL,Jackson County,1,71,2010,Physical inactivity,70,12858,39808.04954,0.323,0.261,0.388
AL,Jefferson County,1,73,2004,Physical inactivity,70,40890,141000,0.29,0.27,0.32
AL,Jefferson County,1,73,2005,Physical inactivity,70,39904,137600,0.29,0.26,0.31
AL,Jefferson County,1,73,2006,Physical inactivity,70,39701,136900,0.29,0.26,0.31
AL,Jefferson County,1,73,2007,Physical inactivity,70,38332,136900,0.28,0.26,0.31
AL,Jefferson County,1,73,2008,Physical inactivity,70,40687,140300,0.29,0.27,0.32
AL,Jefferson County,1,73,2009,Physical inactivity,70,41718.92,142873,0.29,0.27,0.31
AL,Jefferson County,1,73,2010,Physical inactivity,70,145373,486197.3244,0.299,0.278,0.321
AL,Lamar County,1,75,2004,Physical inactivity,70,899.36,3212,0.28,0.21,0.37
AL,Lamar County,1,75,2005,Physical inactivity,70,883.12,3154,0.28,0.21,0.36
AL,Lamar County,1,75,2006,Physical inactivity,70,1138.88,3559,0.32,0.24,0.42
AL,Lamar County,1,75,2007,Physical inactivity,70,1123.2,3510,0.32,0.25,0.4
AL,Lamar County,1,75,2008,Physical inactivity,70,1275.68,3752,0.34,0.27,0.43
AL,Lamar County,1,75,2009,Physical inactivity,70,1374.16,3860,0.36,0.29,0.42
AL,Lamar County,1,75,2010,Physical inactivity,70,4095,10978.55228,0.373,0.306,0.443
AL,Lauderdale County,1,77,2004,Physical inactivity,70,5149.2,18390,0.28,0.23,0.34
AL,Lauderdale County,1,77,2005,Physical inactivity,70,5227.6,18670,0.28,0.23,0.34
AL,Lauderdale County,1,77,2006,Physical inactivity,70,6072,20240,0.3,0.25,0.36
AL,Lauderdale County,1,77,2007,Physical inactivity,70,6537.9,21090,0.31,0.27,0.37
AL,Lauderdale County,1,77,2008,Physical inactivity,70,7382.1,22370,0.33,0.29,0.38
AL,Lauderdale County,1,77,2009,Physical inactivity,70,7301.58,22329,0.33,0.29,0.36
AL,Lauderdale County,1,77,2010,Physical inactivity,70,22714,69674.84663,0.326,0.291,0.363
AL,Lawrence County,1,79,2004,Physical inactivity,70,2407.46,7766,0.31,0.24,0.4
AL,Lawrence County,1,79,2005,Physical inactivity,70,2564.48,8014,0.32,0.24,0.4
AL,Lawrence County,1,79,2006,Physical inactivity,70,2567.04,8022,0.32,0.24,0.41
AL,Lawrence County,1,79,2007,Physical inactivity,70,2633.92,8231,0.32,0.25,0.41
AL,Lawrence County,1,79,2008,Physical inactivity,70,2430.09,7839,0.31,0.24,0.39
AL,Lawrence County,1,79,2009,Physical inactivity,70,3297.96,9161,0.36,0.3,0.43
AL,Lawrence County,1,79,2010,Physical inactivity,70,8881,25520.11494,0.348,0.282,0.423
AL,Lee County,1,81,2004,Physical inactivity,70,5668,21800,0.26,0.21,0.31
AL,Lee County,1,81,2005,Physical inactivity,70,6893.6,24620,0.28,0.23,0.34
AL,Lee County,1,81,2006,Physical inactivity,70,6952.4,24830,0.28,0.22,0.34
AL,Lee County,1,81,2007,Physical inactivity,70,6914.7,25610,0.27,0.22,0.33
AL,Lee County,1,81,2008,Physical inactivity,70,6406.4,24640,0.26,0.21,0.31
AL,Lee County,1,81,2009,Physical inactivity,70,7331.69,26758,0.27,0.23,0.32
AL,Lee County,1,81,2010,Physical inactivity,70,26758,101356.0606,0.264,0.224,0.307
AL,Limestone County,1,83,2004,Physical inactivity,70,4885.6,15760,0.31,0.24,0.39
AL,Limestone County,1,83,2005,Physical inactivity,70,4722,15740,0.3,0.24,0.38
AL,Limestone County,1,83,2006,Physical inactivity,70,4821,16070,0.3,0.24,0.37
AL,Limestone County,1,83,2007,Physical inactivity,70,5198.7,16770,0.31,0.25,0.38
AL,Limestone County,1,83,2008,Physical inactivity,70,5670.4,17720,0.32,0.25,0.39
AL,Limestone County,1,83,2009,Physical inactivity,70,5731.44,18253,0.31,0.26,0.37
AL,Limestone County,1,83,2010,Physical inactivity,70,18590,61353.13531,0.303,0.25,0.358
AL,Lowndes County,1,85,2004,Physical inactivity,70,1154.16,3206,0.36,0.29,0.44
AL,Lowndes County,1,85,2005,Physical inactivity,70,1221.74,3302,0.37,0.3,0.46
AL,Lowndes County,1,85,2006,Physical inactivity,70,1085,3100,0.35,0.28,0.42
AL,Lowndes County,1,85,2007,Physical inactivity,70,1118.95,3197,0.35,0.29,0.43
AL,Lowndes County,1,85,2008,Physical inactivity,70,1113.35,3181,0.35,0.29,0.42
AL,Lowndes County,1,85,2009,Physical inactivity,70,1278.64,3356,0.38,0.32,0.44
AL,Lowndes County,1,85,2010,Physical inactivity,70,2951,8197.222222,0.36,0.306,0.418
AL,Macon County,1,87,2004,Physical inactivity,70,2095.56,5821,0.36,0.3,0.44
