state,county,state_code,county_code,measure_name,measure_id,raw_value_x,raw_value_y
AL,Blount County,1,9,Premature Death,1,9578.2,8729.98
AL,Blount County,1,9,Premature Death,1,8854.372,8729.98
AL,Blount County,1,9,Premature Death,1,8403.163,8729.98
AL,Blount County,1,9,Premature Death,1,8608.051,8729.98
AL,Blount County,1,9,Premature Death,1,8559.581,8729.98
AL,Blount County,1,9,Premature Death,1,8505.64,8729.98
AL,Bullock County,1,11,Premature Death,1,14204.4,12765.95
AL,Bullock County,1,11,Premature Death,1,13670,12765.95
AL,Bullock County,1,11,Premature Death,1,14368.3,12765.95
AL,Bullock County,1,11,Premature Death,1,13158.6,12765.95
AL,Bullock County,1,11,Premature Death,1,11758.5,12765.95
AL,Bullock County,1,11,Premature Death,1,10660.5,12765.95
AL,Bullock County,1,11,Premature Death,1,12079.4,12765.95
AL,Bullock County,1,11,Premature Death,1,14974.248,12765.95
AL,Bullock County,1,11,Premature Death,1,15222.208,12765.95
AL,Bullock County,1,11,Premature Death,1,13060.013,12765.95
AL,Bullock County,1,11,Premature Death,1,10151.583,12765.95
AL,Bullock County,1,11,Premature Death,1,9883.66,12765.95
AL,Butler County,1,13,Premature Death,1,12442.6,12158.78
AL,Butler County,1,13,Premature Death,1,11993,12158.78
AL,Butler County,1,13,Premature Death,1,11402.3,12158.78
AL,Butler County,1,13,Premature Death,1,11460.2,12158.78
AL,Butler County,1,13,Premature Death,1,12072.8,12158.78
AL,Butler County,1,13,Premature Death,1,12836.9,12158.78
AL,Butler County,1,13,Premature Death,1,13715.5,12158.78
AL,Butler County,1,13,Premature Death,1,13253.278,12158.78
AL,Butler County,1,13,Premature Death,1,12362.926,12158.78
AL,Butler County,1,13,Premature Death,1,11783.043,12158.78
AL,Butler County,1,13,Premature Death,1,11577.143,12158.78
AL,Butler County,1,13,Premature Death,1,11005.65,12158.78
AL,Calhoun County,1,15,Premature Death,1,10645.8,10927.92
AL,Calhoun County,1,15,Premature Death,1,11133.4,10927.92
AL,Calhoun County,1,15,Premature Death,1,11064.4,10927.92
AL,Calhoun County,1,15,Premature Death,1,10868.6,10927.92
AL,Calhoun County,1,15,Premature Death,1,10415.3,10927.92
AL,Calhoun County,1,15,Premature Death,1,10244.4,10927.92
AL,Calhoun County,1,15,Premature Death,1,11144.9,10927.92
AL,Calhoun County,1,15,Premature Death,1,11285.753,10927.92
AL,Calhoun County,1,15,Premature Death,1,11420.394,10927.92
AL,Calhoun County,1,15,Premature Death,1,10905.6,10927.92
AL,Calhoun County,1,15,Premature Death,1,10909.259,10927.92
AL,Calhoun County,1,15,Premature Death,1,11097.28,10927.92
AL,Chambers County,1,17,Premature Death,1,10856,10516.74
AL,Chambers County,1,17,Premature Death,1,10753.9,10516.74
AL,Chambers County,1,17,Premature Death,1,11063.3,10516.74
AL,Chambers County,1,17,Premature Death,1,10173.9,10516.74
AL,Chambers County,1,17,Premature Death,1,9503.9,10516.74
AL,Chambers County,1,17,Premature Death,1,9540.3,10516.74
AL,Chambers County,1,17,Premature Death,1,9934.7,10516.74
AL,Chambers County,1,17,Premature Death,1,10356.841,10516.74
AL,Chambers County,1,17,Premature Death,1,11239.526,10516.74
AL,Chambers County,1,17,Premature Death,1,11180.669,10516.74
AL,Chambers County,1,17,Premature Death,1,11230.033,10516.74
AL,Chambers County,1,17,Premature Death,1,10367.83,10516.74
AL,Cherokee County,1,19,Premature Death,1,9395.9,9904.68
AL,Cherokee County,1,19,Premature Death,1,9181.1,9904.68
AL,Cherokee County,1,19,Premature Death,1,8072.6,9904.68
AL,Cherokee County,1,19,Premature Death,1,8424.4,9904.68
AL,Cherokee County,1,19,Premature Death,1,9309.6,9904.68
AL,Cherokee County,1,19,Premature Death,1,10497.3,9904.68
AL,Cherokee County,1,19,Premature Death,1,11268,9904.68
AL,Cherokee County,1,19,Premature Death,1,10627.904,9904.68
AL,Cherokee County,1,19,Premature Death,1,11118.149,9904.68
AL,Cherokee County,1,19,Premature Death,1,11018.079,9904.68
AL,Cherokee County,1,19,Premature Death,1,10534.476,9904.68
AL,Cherokee County,1,19,Premature Death,1,9408.68,9904.68
AL,Chilton County,1,21,Premature Death,1,11030.2,11060.19
AL,Chilton County,1,21,Premature Death,1,11302.9,11060.19
AL,Chilton County,1,21,Premature Death,1,10118.6,11060.19
AL,Chilton County,1,21,Premature Death,1,9708.2,11060.19
AL,Chilton County,1,21,Premature Death,1,10212.5,11060.19
AL,Chilton County,1,21,Premature Death,1,11699.3,11060.19
AL,Chilton County,1,21,Premature Death,1,11781.3,11060.19
AL,Chilton County,1,21,Premature Death,1,12252.288,11060.19
AL,Chilton County,1,21,Premature Death,1,11886.643,11060.19
AL,Chilton County,1,21,Premature Death,1,11778.432,11060.19
AL,Chilton County,1,21,Premature Death,1,10621.466,11060.19
AL,Chilton County,1,21,Premature Death,1,10330.43,11060.19
AL,Choctaw County,1,23,Premature Death,1,10497,10708.16
AL,Choctaw County,1,23,Premature Death,1,10991.3,10708.16
AL,Choctaw County,1,23,Premature Death,1,11263.4,10708.16
AL,Choctaw County,1,23,Premature Death,1,11418.3,10708.16
AL,Choctaw County,1,23,Premature Death,1,10457.9,10708.16
AL,Choctaw County,1,23,Premature Death,1,10619.7,10708.16
AL,Choctaw County,1,23,Premature Death,1,10487.9,10708.16
AL,Choctaw County,1,23,Premature Death,1,10787.773,10708.16
AL,Choctaw County,1,23,Premature Death,1,10091.857,10708.16
AL,Choctaw County,1,23,Premature Death,1,9558.611,10708.16
AL,Choctaw County,1,23,Premature Death,1,10338.787,10708.16
AL,Choctaw County,1,23,Premature Death,1,11985.42,10708.16
AL,Clarke County,1,25,Premature Death,1,11786.3,9967.23
AL,Clarke County,1,25,Premature Death,1,10918.2,9967.23
AL,Clarke County,1,25,Premature Death,1,10910.8,9967.23
AL,Clarke County,1,25,Premature Death,1,9845.2,9967.23
AL,Clarke County,1,25,Premature Death,1,9948.5,9967.23
AL,Clarke County,1,25,Premature Death,1,10137.9,9967.23
AL,Clarke County,1,25,Premature Death,1,10170,9967.23
AL,Clarke County,1,25,Premature Death,1,10099.167,9967.23
AL,Clarke County,1,25,Premature Death,1,9413.522,9967.23
AL,Clarke County,1,25,Premature Death,1,8615.669,9967.23
AL,Clarke County,1,25,Premature Death,1,8452.017,9967.23
AL,Clarke County,1,25,Premature Death,1,9309.47,9967.23
AL,Clay County,1,27,Premature Death,1,9162.4,9952.34
AL,Clay County,1,27,Premature Death,1,9431.4,9952.34
AL,Clay County,1,27,Premature Death,1,10499.2,9952.34
AL,Clay County,1,27,Premature Death,1,10437.1,9952.34
AL,Clay County,1,27,Premature Death,1,10232,9952.34
AL,Clay County,1,27,Premature Death,1,10786.8,9952.34
AL,Clay County,1,27,Premature Death,1,10454.2,9952.34
AL,Clay County,1,27,Premature Death,1,9991.107,9952.34
AL,Clay County,1,27,Premature Death,1,8938.615,9952.34
AL,Clay County,1,27,Premature Death,1,9810.715,9952.34
AL,Clay County,1,27,Premature Death,1,9769.61,9952.34
AL,Clay County,1,27,Premature Death,1,9914.91,9952.34
AL,Cleburne County,1,29,Premature Death,1,9422.6,10401
AL,Cleburne County,1,29,Premature Death,1,8910.8,10401
AL,Cleburne County,1,29,Premature Death,1,8266.9,10401
AL,Cleburne County,1,29,Premature Death,1,10602.3,10401
AL,Cleburne County,1,29,Premature Death,1,12105.1,10401
AL,Cleburne County,1,29,Premature Death,1,14084.5,10401
AL,Cleburne County,1,29,Premature Death,1,12335.2,10401
AL,Cleburne County,1,29,Premature Death,1,10612.906,10401
AL,Cleburne County,1,29,Premature Death,1,9210.245,10401
AL,Cleburne County,1,29,Premature Death,1,8254.115,10401
AL,Cleburne County,1,29,Premature Death,1,10268.872,10401
AL,Cleburne County,1,29,Premature Death,1,10738.45,10401
AL,Coffee County,1,31,Premature Death,1,8680.4,8495.95
AL,Coffee County,1,31,Premature Death,1,8572,8495.95
AL,Coffee County,1,31,Premature Death,1,7852.5,8495.95
AL,Coffee County,1,31,Premature Death,1,8416.9,8495.95
AL,Coffee County,1,31,Premature Death,1,7597.5,8495.95
AL,Coffee County,1,31,Premature Death,1,8115.9,8495.95
AL,Coffee County,1,31,Premature Death,1,8350.7,8495.95
AL,Coffee County,1,31,Premature Death,1,8867.074,8495.95
AL,Coffee County,1,31,Premature Death,1,9295.714,8495.95
AL,Coffee County,1,31,Premature Death,1,9089.587,8495.95
AL,Coffee County,1,31,Premature Death,1,8710.345,8495.95
AL,Coffee County,1,31,Premature Death,1,8402.75,8495.95
AL,Colbert County,1,33,Premature Death,1,9244.2,10028.73
AL,Colbert County,1,33,Premature Death,1,9422.9,10028.73
AL,Colbert County,1,33,Premature Death,1,9902.1,10028.73
AL,Colbert County,1,33,Premature Death,1,9869,10028.73
AL,Colbert County,1,33,Premature Death,1,9974.8,10028.73
AL,Colbert County,1,33,Premature Death,1,9888.4,10028.73
AL,Colbert County,1,33,Premature Death,1,9844.8,10028.73
AL,Colbert County,1,33,Premature Death,1,10132.877,10028.73
AL,Colbert County,1,33,Premature Death,1,10651.99,10028.73
AL,Colbert County,1,33,Premature Death,1,10474.658,10028.73
AL,Colbert County,1,33,Premature Death,1,10347.913,10028.73
AL,Colbert County,1,33,Premature Death,1,10591.14,10028.73
AL,Conecuh County,1,35,Premature Death,1,14083.9,12587.02
AL,Conecuh County,1,35,Premature Death,1,12861,12587.02
AL,Conecuh County,1,35,Premature Death,1,12154.2,12587.02
AL,Conecuh County,1,35,Premature Death,1,11118.4,12587.02
AL,Conecuh County,1,35,Premature Death,1,11749.9,12587.02
AL,Conecuh County,1,35,Premature Death,1,12846.9,12587.02
AL,Conecuh County,1,35,Premature Death,1,14033,12587.02
AL,Conecuh County,1,35,Premature Death,1,12760.074,12587.02
AL,Conecuh County,1,35,Premature Death,1,12624.962,12587.02
AL,Conecuh County,1,35,Premature Death,1,11316.479,12587.02
AL,Conecuh County,1,35,Premature Death,1,12553.717,12587.02
AL,Conecuh County,1,35,Premature Death,1,12941.65,12587.02
AL,Coosa County,1,37,Premature Death,1,9795.8,10953.39
AL,Coosa County,1,37,Premature Death,1,10033.2,10953.39
AL,Coosa County,1,37,Premature Death,1,10843.6,10953.39
AL,Coosa County,1,37,Premature Death,1,9141.2,10953.39
AL,Coosa County,1,37,Premature Death,1,9513.4,10953.39
AL,Coosa County,1,37,Premature Death,1,10549.6,10953.39
AL,Coosa County,1,37,Premature Death,1,12561.1,10953.39
AL,Coosa County,1,37,Premature Death,1,12864.593,10953.39
AL,Coosa County,1,37,Premature Death,1,12355.987,10953.39
AL,Coosa County,1,37,Premature Death,1,11248.787,10953.39
AL,Coosa County,1,37,Premature Death,1,11098.084,10953.39
AL,Coosa County,1,37,Premature Death,1,11435.34,10953.39
AL,Covington County,1,39,Premature Death,1,10089,10292.06
AL,Covington County,1,39,Premature Death,1,10426,10292.06
AL,Covington County,1,39,Premature Death,1,9542.4,10292.06
AL,Covington County,1,39,Premature Death,1,9558.6,10292.06
AL,Covington County,1,39,Premature Death,1,9839.6,10292.06
AL,Covington County,1,39,Premature Death,1,10636.7,10292.06
AL,Covington County,1,39,Premature Death,1,11213.8,10292.06
AL,Covington County,1,39,Premature Death,1,10734.003,10292.06
AL,Covington County,1,39,Premature Death,1,10878.399,10292.06
AL,Covington County,1,39,Premature Death,1,10465.927,10292.06
AL,Covington County,1,39,Premature Death,1,10290.488,10292.06
AL,Covington County,1,39,Premature Death,1,9829.79,10292.06
AL,Crenshaw County,1,41,Premature Death,1,11368.5,10994.58
AL,Crenshaw County,1,41,Premature Death,1,10130,10994.58
AL,Crenshaw County,1,41,Premature Death,1,10549.6,10994.58
AL,Crenshaw County,1,41,Premature Death,1,12940.5,10994.58
AL,Crenshaw County,1,41,Premature Death,1,13236.6,10994.58
AL,Crenshaw County,1,41,Premature Death,1,12664.3,10994.58
AL,Crenshaw County,1,41,Premature Death,1,9949.1,10994.58
AL,Crenshaw County,1,41,Premature Death,1,9439.301,10994.58
AL,Crenshaw County,1,41,Premature Death,1,9988.359,10994.58
AL,Crenshaw County,1,41,Premature Death,1,11134.972,10994.58
AL,Crenshaw County,1,41,Premature Death,1,10888.57,10994.58
AL,Crenshaw County,1,41,Premature Death,1,9645.21,10994.58
AL,Cullman County,1,43,Premature Death,1,8698.8,9249.44
AL,Cullman County,1,43,Premature Death,1,8926.5,9249.44
AL,Cullman County,1,43,Premature Death,1,8964.6,9249.44
AL,Cullman County,1,43,Premature Death,1,9225.3,9249.44
AL,Cullman County,1,43,Premature Death,1,9154.1,9249.44
AL,Cullman County,1,43,Premature Death,1,9349.7,9249.44
AL,Cullman County,1,43,Premature Death,1,9303.4,9249.44
AL,Cullman County,1,43,Premature Death,1,9686.418,9249.44
AL,Cullman County,1,43,Premature Death,1,9517.179,9249.44
AL,Cullman County,1,43,Premature Death,1,9755.097,9249.44
AL,Cullman County,1,43,Premature Death,1,9351.772,9249.44
AL,Cullman County,1,43,Premature Death,1,9060.4,9249.44
AL,Dale County,1,45,Premature Death,1,9062.4,8893.81
AL,Dale County,1,45,Premature Death,1,8880.6,8893.81
AL,Dale County,1,45,Premature Death,1,8808.5,8893.81
AL,Dale County,1,45,Premature Death,1,8607.1,8893.81
AL,Dale County,1,45,Premature Death,1,8599.4,8893.81
AL,Dale County,1,45,Premature Death,1,8694.8,8893.81
AL,Dale County,1,45,Premature Death,1,8713.8,8893.81
AL,Dale County,1,45,Premature Death,1,9140.211,8893.81
AL,Dale County,1,45,Premature Death,1,9280.37,8893.81
AL,Dale County,1,45,Premature Death,1,8934.573,8893.81
AL,Dale County,1,45,Premature Death,1,9092.1,8893.81
AL,Dale County,1,45,Premature Death,1,8911.89,8893.81
AL,Dallas County,1,47,Premature Death,1,13242.6,13158.25
AL,Dallas County,1,47,Premature Death,1,12830.3,13158.25
AL,Dallas County,1,47,Premature Death,1,12465.6,13158.25
AL,Dallas County,1,47,Premature Death,1,11554.6,13158.25
AL,Dallas County,1,47,Premature Death,1,12708.6,13158.25
AL,Dallas County,1,47,Premature Death,1,13259.9,13158.25
AL,Dallas County,1,47,Premature Death,1,14095.1,13158.25
AL,Dallas County,1,47,Premature Death,1,14232.294,13158.25
AL,Dallas County,1,47,Premature Death,1,13735.814,13158.25
AL,Dallas County,1,47,Premature Death,1,14048.92,13158.25
AL,Dallas County,1,47,Premature Death,1,12826.406,13158.25
AL,Dallas County,1,47,Premature Death,1,12898.83,13158.25
AL,DeKalb County,1,49,Premature Death,1,9423.8,9376.97
AL,DeKalb County,1,49,Premature Death,1,9120.2,9376.97
AL,DeKalb County,1,49,Premature Death,1,9094.5,9376.97
AL,DeKalb County,1,49,Premature Death,1,9268,9376.97
AL,DeKalb County,1,49,Premature Death,1,9509.5,9376.97
AL,DeKalb County,1,49,Premature Death,1,9534.6,9376.97
AL,DeKalb County,1,49,Premature Death,1,9647.9,9376.97
AL,DeKalb County,1,49,Premature Death,1,9438.671,9376.97
AL,DeKalb County,1,49,Premature Death,1,9625.144,9376.97
AL,DeKalb County,1,49,Premature Death,1,9363.079,9376.97
AL,DeKalb County,1,49,Premature Death,1,9345.419,9376.97
AL,DeKalb County,1,49,Premature Death,1,9152.78,9376.97
AL,Elmore County,1,51,Premature Death,1,9948.5,8676.35
AL,Elmore County,1,51,Premature Death,1,9345.9,8676.35
AL,Elmore County,1,51,Premature Death,1,8604.1,8676.35
AL,Elmore County,1,51,Premature Death,1,7647,8676.35
AL,Elmore County,1,51,Premature Death,1,7833.6,8676.35
AL,Elmore County,1,51,Premature Death,1,8572.7,8676.35
AL,Elmore County,1,51,Premature Death,1,8937.3,8676.35
AL,Elmore County,1,51,Premature Death,1,9021.553,8676.35
AL,Elmore County,1,51,Premature Death,1,8659.931,8676.35
AL,Elmore County,1,51,Premature Death,1,8551.434,8676.35
AL,Elmore County,1,51,Premature Death,1,8390.157,8676.35
AL,Elmore County,1,51,Premature Death,1,8604,8676.35
AL,Escambia County,1,53,Premature Death,1,11698.7,11110.1
AL,Escambia County,1,53,Premature Death,1,11022,11110.1
AL,Escambia County,1,53,Premature Death,1,11076.5,11110.1
AL,Escambia County,1,53,Premature Death,1,11045.8,11110.1
AL,Escambia County,1,53,Premature Death,1,11356.3,11110.1
AL,Escambia County,1,53,Premature Death,1,11471.4,11110.1
AL,Escambia County,1,53,Premature Death,1,11748.2,11110.1
AL,Escambia County,1,53,Premature Death,1,11876.104,11110.1
AL,Escambia County,1,53,Premature Death,1,10740.019,11110.1
AL,Escambia County,1,53,Premature Death,1,10560.003,11110.1
AL,Escambia County,1,53,Premature Death,1,10188.228,11110.1
AL,Escambia County,1,53,Premature Death,1,10537.95,11110.1
AL,Etowah County,1,55,Premature Death,1,10955.6,11177.63
AL,Etowah County,1,55,Premature Death,1,10546.2,11177.63
AL,Etowah County,1,55,Premature Death,1,10796.5,11177.63
AL,Etowah County,1,55,Premature Death,1,10514.9,11177.63
AL,Etowah County,1,55,Premature Death,1,10884.7,11177.63
AL,Etowah County,1,55,Premature Death,1,10913.6,11177.63
AL,Etowah County,1,55,Premature Death,1,11364.3,11177.63
AL,Etowah County,1,55,Premature Death,1,11407.249,11177.63
AL,Etowah County,1,55,Premature Death,1,11578.375,11177.63
AL,Etowah County,1,55,Premature Death,1,11827.927,11177.63
AL,Etowah County,1,55,Premature Death,1,11818.675,11177.63
AL,Etowah County,1,55,Premature Death,1,11523.52,11177.63
AL,Fayette County,1,57,Premature Death,1,11289.2,10719.83
AL,Fayette County,1,57,Premature Death,1,10571.8,10719.83
AL,Fayette County,1,57,Premature Death,1,9502.3,10719.83
AL,Fayette County,1,57,Premature Death,1,8944.4,10719.83
AL,Fayette County,1,57,Premature Death,1,9295,10719.83
AL,Fayette County,1,57,Premature Death,1,10422.9,10719.83
AL,Fayette County,1,57,Premature Death,1,10663.1,10719.83
AL,Fayette County,1,57,Premature Death,1,11528.427,10719.83
AL,Fayette County,1,57,Premature Death,1,11352.286,10719.83
AL,Fayette County,1,57,Premature Death,1,11833.234,10719.83
AL,Fayette County,1,57,Premature Death,1,11270.247,10719.83
AL,Fayette County,1,57,Premature Death,1,11965.06,10719.83
AL,Franklin County,1,59,Premature Death,1,10921,10922.82
AL,Franklin County,1,59,Premature Death,1,10739.2,10922.82
AL,Franklin County,1,59,Premature Death,1,10873.7,10922.82
AL,Franklin County,1,59,Premature Death,1,10846,10922.82
AL,Franklin County,1,59,Premature Death,1,10874.9,10922.82
AL,Franklin County,1,59,Premature Death,1,11087,10922.82
AL,Franklin County,1,59,Premature Death,1,10498.9,10922.82
AL,Franklin County,1,59,Premature Death,1,10502.671,10922.82
AL,Franklin County,1,59,Premature Death,1,11175.26,10922.82
AL,Franklin County,1,59,Premature Death,1,11882.993,10922.82
AL,Franklin County,1,59,Premature Death,1,11116.026,10922.82
AL,Franklin County,1,59,Premature Death,1,10556.16,10922.82
AL,Geneva County,1,61,Premature Death,1,9925.2,9504.14
AL,Geneva County,1,61,Premature Death,1,10468.3,9504.14
AL,Geneva County,1,61,Premature Death,1,10149.2,9504.14
AL,Geneva County,1,61,Premature Death,1,8848.6,9504.14
AL,Geneva County,1,61,Premature Death,1,8933.9,9504.14
AL,Geneva County,1,61,Premature Death,1,8169.4,9504.14
AL,Geneva County,1,61,Premature Death,1,9367.8,9504.14
AL,Geneva County,1,61,Premature Death,1,9605.419,9504.14
AL,Geneva County,1,61,Premature Death,1,10613.348,9504.14
AL,Geneva County,1,61,Premature Death,1,9448.367,9504.14
AL,Geneva County,1,61,Premature Death,1,9406.55,9504.14
AL,Geneva County,1,61,Premature Death,1,9113.55,9504.14
AL,Greene County,1,63,Premature Death,1,15093.9,13201.4
AL,Greene County,1,63,Premature Death,1,14468.4,13201.4
AL,Greene County,1,63,Premature Death,1,13493.4,13201.4
AL,Greene County,1,63,Premature Death,1,12292.2,13201.4
AL,Greene County,1,63,Premature Death,1,12353.6,13201.4
AL,Greene County,1,63,Premature Death,1,13586.4,13201.4
AL,Greene County,1,63,Premature Death,1,14869.7,13201.4
AL,Greene County,1,63,Premature Death,1,14480.01,13201.4
AL,Greene County,1,63,Premature Death,1,13246.457,13201.4
AL,Greene County,1,63,Premature Death,1,12398.905,13201.4
AL,Greene County,1,63,Premature Death,1,11199.323,13201.4
AL,Greene County,1,63,Premature Death,1,10934.56,13201.4
AL,Hale County,1,65,Premature Death,1,10479.6,12553.97
AL,Hale County,1,65,Premature Death,1,12415.4,12553.97
AL,Hale County,1,65,Premature Death,1,13069.2,12553.97
AL,Hale County,1,65,Premature Death,1,12905.5,12553.97
AL,Hale County,1,65,Premature Death,1,11929.2,12553.97
AL,Hale County,1,65,Premature Death,1,12017.4,12553.97
AL,Hale County,1,65,Premature Death,1,12698.1,12553.97
AL,Hale County,1,65,Premature Death,1,12228.624,12553.97
AL,Hale County,1,65,Premature Death,1,11626.723,12553.97
AL,Hale County,1,65,Premature Death,1,13522.955,12553.97
AL,Hale County,1,65,Premature Death,1,13812.377,12553.97
AL,Hale County,1,65,Premature Death,1,13942.57,12553.97
AL,Henry County,1,67,Premature Death,1,10920.2,10260.13
AL,Henry County,1,67,Premature Death,1,10516.9,10260.13
AL,Henry County,1,67,Premature Death,1,10286.2,10260.13
AL,Henry County,1,67,Premature Death,1,8788.7,10260.13
AL,Henry County,1,67,Premature Death,1,9666.1,10260.13
AL,Henry County,1,67,Premature Death,1,10643,10260.13
AL,Henry County,1,67,Premature Death,1,11652.2,10260.13
AL,Henry County,1,67,Premature Death,1,11146.693,10260.13
AL,Henry County,1,67,Premature Death,1,10205.857,10260.13
AL,Henry County,1,67,Premature Death,1,10306.722,10260.13
AL,Henry County,1,67,Premature Death,1,9411.675,10260.13
AL,Henry County,1,67,Premature Death,1,9577.3,10260.13
AL,Houston County,1,69,Premature Death,1,9112,8733.18
AL,Houston County,1,69,Premature Death,1,8973.8,8733.18
AL,Houston County,1,69,Premature Death,1,8864.4,8733.18
AL,Houston County,1,69,Premature Death,1,8343.1,8733.18
AL,Houston County,1,69,Premature Death,1,8432,8733.18
AL,Houston County,1,69,Premature Death,1,8467,8733.18
AL,Houston County,1,69,Premature Death,1,8783.3,8733.18
AL,Houston County,1,69,Premature Death,1,8631.912,8733.18
AL,Houston County,1,69,Premature Death,1,8934.171,8733.18
AL,Houston County,1,69,Premature Death,1,8867.284,8733.18
AL,Houston County,1,69,Premature Death,1,9019.394,8733.18
AL,Houston County,1,69,Premature Death,1,8369.78,8733.18
AL,Jackson County,1,71,Premature Death,1,9636,10384.16
AL,Jackson County,1,71,Premature Death,1,8807.5,10384.16
AL,Jackson County,1,71,Premature Death,1,9455.7,10384.16
AL,Jackson County,1,71,Premature Death,1,9662.6,10384.16
AL,Jackson County,1,71,Premature Death,1,10301.2,10384.16
AL,Jackson County,1,71,Premature Death,1,10258.1,10384.16
AL,Jackson County,1,71,Premature Death,1,10716.8,10384.16
AL,Jackson County,1,71,Premature Death,1,10968.195,10384.16
AL,Jackson County,1,71,Premature Death,1,11228.39,10384.16
AL,Jackson County,1,71,Premature Death,1,11330.462,10384.16
AL,Jackson County,1,71,Premature Death,1,11226.868,10384.16
AL,Jackson County,1,71,Premature Death,1,11018.07,10384.16
AL,Jefferson County,1,73,Premature Death,1,11045.5,10891.15
AL,Jefferson County,1,73,Premature Death,1,10982.1,10891.15
AL,Jefferson County,1,73,Premature Death,1,10991.9,10891.15
AL,Jefferson County,1,73,Premature Death,1,10861.3,10891.15
AL,Jefferson County,1,73,Premature Death,1,10896.3,10891.15
AL,Jefferson County,1,73,Premature Death,1,10774.8,10891.15
AL,Jefferson County,1,73,Premature Death,1,10776.7,10891.15
AL,Jefferson County,1,73,Premature Death,1,10956.876,10891.15
