state,county,state_code,county_code,year_span,measure_name,measure_id,numerator,denominator,raw_value,confidence_lower,confidence_upper
AL,Bibb County,1.0,7.0,2008,Mammography screening,50.0,,159.0,0.686,0.56,0.81
AL,Bibb County,1.0,7.0,2009,Mammography screening,50.0,,170.0,0.582,0.47,0.7
AL,Bibb County,1.0,7.0,2010,Mammography screening,50.0,,166.0,0.572,0.46,0.69
AL,Bibb County,1.0,7.0,2011,Mammography screening,50.0,,184.0,0.619565217,0.505831123,0.733299312
AL,Blount County,1.0,9.0,2003-2005,Mammography screening,50.0,,,,,
AL,Blount County,1.0,9.0,2006-2007,Mammography screening,50.0,,,,,
AL,Blount County,1.0,9.0,2008,Mammography screening,50.0,,387.0,0.656,0.58,0.74
AL,Blount County,1.0,9.0,2009,Mammography screening,50.0,,401.0,0.663,0.58,0.74
AL,Blount County,1.0,9.0,2010,Mammography screening,50.0,,312.0,0.66,0.57,0.75
AL,Blount County,1.0,9.0,2011,Mammography screening,50.0,,341.0,0.627565982,0.543482909,0.711649056
AL,Bullock County,1.0,11.0,2003-2005,Mammography screening,50.0,,,,,
AL,Bullock County,1.0,11.0,2006-2007,Mammography screening,50.0,,,,,
AL,Bullock County,1.0,11.0,2008,Mammography screening,50.0,,87.0,0.678,0.51,0.85
AL,Bullock County,1.0,11.0,2009,Mammography screening,50.0,,115.0,0.643,0.5,0.79
AL,Bullock County,1.0,11.0,2010,Mammography screening,50.0,,86.0,0.57,0.41,0.73
AL,Bullock County,1.0,11.0,2011,Mammography screening,50.0,,101.0,0.485148515,0.349306931,0.620990099
AL,Butler County,1.0,13.0,2003-2005,Mammography screening,50.0,,,,,
AL,Butler County,1.0,13.0,2006-2007,Mammography screening,50.0,,,,,
AL,Butler County,1.0,13.0,2008,Mammography screening,50.0,,253.0,0.545,0.45,0.64
AL,Butler County,1.0,13.0,2009,Mammography screening,50.0,,223.0,0.534,0.44,0.63
AL,Butler County,1.0,13.0,2010,Mammography screening,50.0,,197.0,0.599,0.49,0.71
AL,Butler County,1.0,13.0,2011,Mammography screening,50.0,,236.0,0.580508475,0.48329995,0.677716999
AL,Calhoun County,1.0,15.0,2003-2005,Mammography screening,50.0,,921.0,0.647,0.6,0.7
AL,Calhoun County,1.0,15.0,2006-2007,Mammography screening,50.0,,531.0,0.588,0.52,0.65
AL,Calhoun County,1.0,15.0,2008,Mammography screening,50.0,,1203.0,0.616,0.57,0.66
AL,Calhoun County,1.0,15.0,2009,Mammography screening,50.0,,1248.0,0.606,0.56,0.65
AL,Calhoun County,1.0,15.0,2010,Mammography screening,50.0,,1242.0,0.6,0.56,0.64
AL,Calhoun County,1.0,15.0,2011,Mammography screening,50.0,,1323.0,0.551776266,0.511748841,0.591803692
AL,Chambers County,1.0,17.0,2003-2005,Mammography screening,50.0,,253.0,0.621,0.52,0.72
AL,Chambers County,1.0,17.0,2006-2007,Mammography screening,50.0,,,,,
AL,Chambers County,1.0,17.0,2008,Mammography screening,50.0,,428.0,0.643,0.57,0.72
AL,Chambers County,1.0,17.0,2009,Mammography screening,50.0,,451.0,0.667,0.59,0.74
AL,Chambers County,1.0,17.0,2010,Mammography screening,50.0,,423.0,0.645,0.57,0.72
AL,Chambers County,1.0,17.0,2011,Mammography screening,50.0,,433.0,0.658198614,0.581781505,0.734615724
AL,Cherokee County,1.0,19.0,2003-2005,Mammography screening,50.0,,,,,
AL,Cherokee County,1.0,19.0,2006-2007,Mammography screening,50.0,,,,,
AL,Cherokee County,1.0,19.0,2008,Mammography screening,50.0,,261.0,0.594,0.5,0.69
AL,Cherokee County,1.0,19.0,2009,Mammography screening,50.0,,294.0,0.667,0.57,0.76
AL,Cherokee County,1.0,19.0,2010,Mammography screening,50.0,,284.0,0.641,0.55,0.73
AL,Cherokee County,1.0,19.0,2011,Mammography screening,50.0,,312.0,0.596153846,0.510478089,0.681829603
AL,Chilton County,1.0,21.0,2003-2005,Mammography screening,50.0,,,,,
AL,Chilton County,1.0,21.0,2006-2007,Mammography screening,50.0,,,,,
AL,Chilton County,1.0,21.0,2008,Mammography screening,50.0,,268.0,0.619,0.53,0.71
AL,Chilton County,1.0,21.0,2009,Mammography screening,50.0,,261.0,0.613,0.52,0.71
AL,Chilton County,1.0,21.0,2010,Mammography screening,50.0,,277.0,0.621,0.53,0.71
AL,Chilton County,1.0,21.0,2011,Mammography screening,50.0,,285.0,0.610526316,0.51980991,0.701242722
AL,Choctaw County,1.0,23.0,2003-2005,Mammography screening,50.0,,,,,
AL,Choctaw County,1.0,23.0,2006-2007,Mammography screening,50.0,,,,,
AL,Choctaw County,1.0,23.0,2008,Mammography screening,50.0,,164.0,0.634,0.51,0.76
AL,Choctaw County,1.0,23.0,2009,Mammography screening,50.0,,157.0,0.656,0.53,0.78
AL,Choctaw County,1.0,23.0,2010,Mammography screening,50.0,,172.0,0.669,0.55,0.79
AL,Choctaw County,1.0,23.0,2011,Mammography screening,50.0,,213.0,0.55399061,0.45403263,0.65394859
AL,Clarke County,1.0,25.0,2003-2005,Mammography screening,50.0,,,,,
AL,Clarke County,1.0,25.0,2006-2007,Mammography screening,50.0,,,,,
AL,Clarke County,1.0,25.0,2008,Mammography screening,50.0,,312.0,0.59,0.5,0.67
AL,Clarke County,1.0,25.0,2009,Mammography screening,50.0,,289.0,0.574,0.49,0.66
AL,Clarke County,1.0,25.0,2010,Mammography screening,50.0,,275.0,0.622,0.53,0.72
AL,Clarke County,1.0,25.0,2011,Mammography screening,50.0,,306.0,0.62745098,0.538697527,0.716204434
AL,Clay County,1.0,27.0,2003-2005,Mammography screening,50.0,,,,,
AL,Clay County,1.0,27.0,2006-2007,Mammography screening,50.0,,,,,
AL,Clay County,1.0,27.0,2008,Mammography screening,50.0,,210.0,0.514,0.42,0.61
AL,Clay County,1.0,27.0,2009,Mammography screening,50.0,,217.0,0.558,0.46,0.66
AL,Clay County,1.0,27.0,2010,Mammography screening,50.0,,153.0,0.582,0.46,0.7
AL,Clay County,1.0,27.0,2011,Mammography screening,50.0,,153.0,0.607843137,0.484303559,0.731382716
AL,Cleburne County,1.0,29.0,2003-2005,Mammography screening,50.0,,,,,
AL,Cleburne County,1.0,29.0,2006-2007,Mammography screening,50.0,,,,,
AL,Cleburne County,1.0,29.0,2008,Mammography screening,50.0,,174.0,0.54,0.43,0.65
AL,Cleburne County,1.0,29.0,2009,Mammography screening,50.0,,161.0,0.553,0.44,0.67
AL,Cleburne County,1.0,29.0,2010,Mammography screening,50.0,,165.0,0.503,0.39,0.61
AL,Cleburne County,1.0,29.0,2011,Mammography screening,50.0,,168.0,0.488095238,0.382449078,0.593741398
AL,Coffee County,1.0,31.0,2003-2005,Mammography screening,50.0,,343.0,0.706,0.62,0.79
AL,Coffee County,1.0,31.0,2006-2007,Mammography screening,50.0,,212.0,0.745,0.63,0.86
AL,Coffee County,1.0,31.0,2008,Mammography screening,50.0,,525.0,0.691,0.62,0.76
AL,Coffee County,1.0,31.0,2009,Mammography screening,50.0,,505.0,0.691,0.62,0.76
AL,Coffee County,1.0,31.0,2010,Mammography screening,50.0,,473.0,0.702,0.63,0.78
AL,Coffee County,1.0,31.0,2011,Mammography screening,50.0,,554.0,0.66967509,0.601530206,0.737819975
AL,Colbert County,1.0,33.0,2003-2005,Mammography screening,50.0,,442.0,0.661,0.58,0.74
AL,Colbert County,1.0,33.0,2006-2007,Mammography screening,50.0,,290.0,0.597,0.51,0.69
AL,Colbert County,1.0,33.0,2008,Mammography screening,50.0,,738.0,0.644,0.59,0.7
AL,Colbert County,1.0,33.0,2009,Mammography screening,50.0,,757.0,0.678,0.62,0.74
AL,Colbert County,1.0,33.0,2010,Mammography screening,50.0,,723.0,0.65,0.59,0.71
AL,Colbert County,1.0,33.0,2011,Mammography screening,50.0,,737.0,0.640434193,0.582656581,0.698211804
AL,Conecuh County,1.0,35.0,2003-2005,Mammography screening,50.0,,,,,
AL,Conecuh County,1.0,35.0,2006-2007,Mammography screening,50.0,,,,,
AL,Conecuh County,1.0,35.0,2008,Mammography screening,50.0,,130.0,0.646,0.51,0.78
AL,Conecuh County,1.0,35.0,2009,Mammography screening,50.0,,133.0,0.662,0.52,0.8
AL,Conecuh County,1.0,35.0,2010,Mammography screening,50.0,,170.0,0.582,0.47,0.7
AL,Conecuh County,1.0,35.0,2011,Mammography screening,50.0,,165.0,0.581818182,0.465430306,0.698206058
AL,Coosa County,1.0,37.0,2003-2005,Mammography screening,50.0,,,,,
AL,Coosa County,1.0,37.0,2006-2007,Mammography screening,50.0,,,,,
AL,Coosa County,1.0,37.0,2008,Mammography screening,50.0,,57.0,0.649,0.44,0.86
AL,Coosa County,1.0,37.0,2009,Mammography screening,50.0,,58.0,0.586,0.39,0.78
AL,Coosa County,1.0,37.0,2010,Mammography screening,50.0,,123.0,0.626,0.49,0.77
AL,Coosa County,1.0,37.0,2011,Mammography screening,50.0,,132.0,0.575757576,0.446311486,0.705203666
AL,Covington County,1.0,39.0,2003-2005,Mammography screening,50.0,,333.0,0.58,0.5,0.66
AL,Covington County,1.0,39.0,2006-2007,Mammography screening,50.0,,224.0,0.621,0.52,0.72
AL,Covington County,1.0,39.0,2008,Mammography screening,50.0,,485.0,0.643,0.57,0.71
AL,Covington County,1.0,39.0,2009,Mammography screening,50.0,,479.0,0.666,0.59,0.74
AL,Covington County,1.0,39.0,2010,Mammography screening,50.0,,497.0,0.662,0.59,0.73
AL,Covington County,1.0,39.0,2011,Mammography screening,50.0,,497.0,0.633802817,0.56380976,0.703795874
AL,Crenshaw County,1.0,41.0,2003-2005,Mammography screening,50.0,,,,,
AL,Crenshaw County,1.0,41.0,2006-2007,Mammography screening,50.0,,,,,
AL,Crenshaw County,1.0,41.0,2008,Mammography screening,50.0,,171.0,0.596,0.48,0.71
AL,Crenshaw County,1.0,41.0,2009,Mammography screening,50.0,,157.0,0.554,0.44,0.67
AL,Crenshaw County,1.0,41.0,2010,Mammography screening,50.0,,119.0,0.588,0.45,0.73
AL,Crenshaw County,1.0,41.0,2011,Mammography screening,50.0,,140.0,0.571428571,0.446208765,0.696648378
AL,Cullman County,1.0,43.0,2003-2005,Mammography screening,50.0,,511.0,0.632,0.56,0.7
AL,Cullman County,1.0,43.0,2006-2007,Mammography screening,50.0,,357.0,0.678,0.59,0.76
AL,Cullman County,1.0,43.0,2008,Mammography screening,50.0,,840.0,0.677,0.62,0.73
AL,Cullman County,1.0,43.0,2009,Mammography screening,50.0,,812.0,0.708,0.65,0.77
AL,Cullman County,1.0,43.0,2010,Mammography screening,50.0,,785.0,0.712,0.65,0.77
AL,Cullman County,1.0,43.0,2011,Mammography screening,50.0,,810.0,0.671604938,0.615167083,0.728042794
AL,Dale County,1.0,45.0,2003-2005,Mammography screening,50.0,,291.0,0.639,0.55,0.73
AL,Dale County,1.0,45.0,2006-2007,Mammography screening,50.0,,,,,
AL,Dale County,1.0,45.0,2008,Mammography screening,50.0,,484.0,0.663,0.59,0.74
AL,Dale County,1.0,45.0,2009,Mammography screening,50.0,,472.0,0.636,0.56,0.71
AL,Dale County,1.0,45.0,2010,Mammography screening,50.0,,452.0,0.681,0.61,0.76
AL,Dale County,1.0,45.0,2011,Mammography screening,50.0,,491.0,0.643584521,0.572623784,0.714545259
AL,Dallas County,1.0,47.0,2003-2005,Mammography screening,50.0,,247.0,0.498,0.41,0.59
AL,Dallas County,1.0,47.0,2006-2007,Mammography screening,50.0,,,,,
AL,Dallas County,1.0,47.0,2008,Mammography screening,50.0,,379.0,0.591,0.51,0.67
AL,Dallas County,1.0,47.0,2009,Mammography screening,50.0,,381.0,0.614,0.54,0.69
AL,Dallas County,1.0,47.0,2010,Mammography screening,50.0,,372.0,0.653,0.57,0.74
AL,Dallas County,1.0,47.0,2011,Mammography screening,50.0,,416.0,0.620192308,0.544513794,0.695870821
AL,DeKalb County,1.0,49.0,2003-2005,Mammography screening,50.0,,492.0,0.602,0.53,0.67
AL,DeKalb County,1.0,49.0,2006-2007,Mammography screening,50.0,,278.0,0.543,0.46,0.63
AL,DeKalb County,1.0,49.0,2008,Mammography screening,50.0,,714.0,0.574,0.52,0.63
AL,DeKalb County,1.0,49.0,2009,Mammography screening,50.0,,638.0,0.589,0.53,0.65
AL,DeKalb County,1.0,49.0,2010,Mammography screening,50.0,,639.0,0.613,0.55,0.67
AL,DeKalb County,1.0,49.0,2011,Mammography screening,50.0,,685.0,0.537226277,0.48233676,0.592115794
AL,Elmore County,1.0,51.0,2003-2005,Mammography screening,50.0,,394.0,0.698,0.62,0.78
AL,Elmore County,1.0,51.0,2006-2007,Mammography screening,50.0,,235.0,0.613,0.51,0.71
AL,Elmore County,1.0,51.0,2008,Mammography screening,50.0,,567.0,0.658,0.59,0.72
AL,Elmore County,1.0,51.0,2009,Mammography screening,50.0,,581.0,0.67,0.6,0.74
AL,Elmore County,1.0,51.0,2010,Mammography screening,50.0,,596.0,0.69,0.62,0.76
AL,Elmore County,1.0,51.0,2011,Mammography screening,50.0,,708.0,0.662429379,0.602476611,0.722382146
AL,Escambia County,1.0,53.0,2003-2005,Mammography screening,50.0,,317.0,0.704,0.61,0.8
AL,Escambia County,1.0,53.0,2006-2007,Mammography screening,50.0,,210.0,0.638,0.53,0.75
AL,Escambia County,1.0,53.0,2008,Mammography screening,50.0,,471.0,0.637,0.56,0.71
AL,Escambia County,1.0,53.0,2009,Mammography screening,50.0,,483.0,0.634,0.56,0.7
AL,Escambia County,1.0,53.0,2010,Mammography screening,50.0,,450.0,0.618,0.55,0.69
AL,Escambia County,1.0,53.0,2011,Mammography screening,50.0,,462.0,0.614718615,0.543224011,0.686213219
AL,Etowah County,1.0,55.0,2003-2005,Mammography screening,50.0,,771.0,0.581,0.53,0.63
AL,Etowah County,1.0,55.0,2006-2007,Mammography screening,50.0,,529.0,0.592,0.53,0.66
AL,Etowah County,1.0,55.0,2008,Mammography screening,50.0,,1202.0,0.633,0.59,0.68
AL,Etowah County,1.0,55.0,2009,Mammography screening,50.0,,1127.0,0.613,0.57,0.66
AL,Etowah County,1.0,55.0,2010,Mammography screening,50.0,,1092.0,0.582,0.54,0.63
AL,Etowah County,1.0,55.0,2011,Mammography screening,50.0,,1089.0,0.560146924,0.515694739,0.604599108
AL,Fayette County,1.0,57.0,2003-2005,Mammography screening,50.0,,,,,
AL,Fayette County,1.0,57.0,2006-2007,Mammography screening,50.0,,,,,
AL,Fayette County,1.0,57.0,2008,Mammography screening,50.0,,216.0,0.644,0.54,0.75
AL,Fayette County,1.0,57.0,2009,Mammography screening,50.0,,217.0,0.659,0.55,0.77
AL,Fayette County,1.0,57.0,2010,Mammography screening,50.0,,222.0,0.631,0.53,0.74
AL,Fayette County,1.0,57.0,2011,Mammography screening,50.0,,212.0,0.613207547,0.507795102,0.718619992
AL,Franklin County,1.0,59.0,2003-2005,Mammography screening,50.0,,253.0,0.593,0.5,0.69
AL,Franklin County,1.0,59.0,2006-2007,Mammography screening,50.0,,,,,
AL,Franklin County,1.0,59.0,2008,Mammography screening,50.0,,401.0,0.569,0.49,0.64
AL,Franklin County,1.0,59.0,2009,Mammography screening,50.0,,396.0,0.553,0.48,0.63
AL,Franklin County,1.0,59.0,2010,Mammography screening,50.0,,397.0,0.564,0.49,0.64
AL,Franklin County,1.0,59.0,2011,Mammography screening,50.0,,400.0,0.5325,0.460986854,0.604013146
AL,Geneva County,1.0,61.0,2003-2005,Mammography screening,50.0,,200.0,0.63,0.52,0.74
AL,Geneva County,1.0,61.0,2006-2007,Mammography screening,50.0,,,,,
AL,Geneva County,1.0,61.0,2008,Mammography screening,50.0,,391.0,0.685,0.6,0.77
AL,Geneva County,1.0,61.0,2009,Mammography screening,50.0,,337.0,0.671,0.58,0.76
AL,Geneva County,1.0,61.0,2010,Mammography screening,50.0,,367.0,0.635,0.55,0.72
AL,Geneva County,1.0,61.0,2011,Mammography screening,50.0,,332.0,0.593373494,0.510512316,0.676234672
AL,Greene County,1.0,63.0,2003-2005,Mammography screening,50.0,,,,,
AL,Greene County,1.0,63.0,2006-2007,Mammography screening,50.0,,,,,
AL,Greene County,1.0,63.0,2008,Mammography screening,50.0,,86.0,0.616,0.45,0.78
AL,Greene County,1.0,63.0,2009,Mammography screening,50.0,,75.0,0.547,0.38,0.71
AL,Greene County,1.0,63.0,2010,Mammography screening,50.0,,83.0,0.506,0.35,0.66
AL,Greene County,1.0,63.0,2011,Mammography screening,50.0,,95.0,0.52631579,0.380428496,0.672203083
AL,Hale County,1.0,65.0,2003-2005,Mammography screening,50.0,,,,,
AL,Hale County,1.0,65.0,2006-2007,Mammography screening,50.0,,,,,
AL,Hale County,1.0,65.0,2008,Mammography screening,50.0,,169.0,0.533,0.42,0.64
AL,Hale County,1.0,65.0,2009,Mammography screening,50.0,,168.0,0.554,0.44,0.67
AL,Hale County,1.0,65.0,2010,Mammography screening,50.0,,119.0,0.597,0.46,0.74
AL,Hale County,1.0,65.0,2011,Mammography screening,50.0,,162.0,0.555555556,0.440776589,0.670334523
AL,Henry County,1.0,67.0,2003-2005,Mammography screening,50.0,,,,,
AL,Henry County,1.0,67.0,2006-2007,Mammography screening,50.0,,,,,
AL,Henry County,1.0,67.0,2008,Mammography screening,50.0,,166.0,0.669,0.54,0.79
AL,Henry County,1.0,67.0,2009,Mammography screening,50.0,,181.0,0.68,0.56,0.8
AL,Henry County,1.0,67.0,2010,Mammography screening,50.0,,197.0,0.624,0.51,0.73
AL,Henry County,1.0,67.0,2011,Mammography screening,50.0,,233.0,0.56223176,0.465951823,0.658511697
AL,Houston County,1.0,69.0,2003-2005,Mammography screening,50.0,,742.0,0.706,0.65,0.77
AL,Houston County,1.0,69.0,2006-2007,Mammography screening,50.0,,471.0,0.682,0.61,0.76
AL,Houston County,1.0,69.0,2008,Mammography screening,50.0,,1040.0,0.697,0.65,0.75
AL,Houston County,1.0,69.0,2009,Mammography screening,50.0,,1055.0,0.664,0.62,0.71
AL,Houston County,1.0,69.0,2010,Mammography screening,50.0,,1035.0,0.681,0.63,0.73
AL,Houston County,1.0,69.0,2011,Mammography screening,50.0,,1100.0,0.643636364,0.596225265,0.691047462
AL,Jackson County,1.0,71.0,2003-2005,Mammography screening,50.0,,399.0,0.571,0.5,0.65
AL,Jackson County,1.0,71.0,2006-2007,Mammography screening,50.0,,244.0,0.496,0.41,0.58
AL,Jackson County,1.0,71.0,2008,Mammography screening,50.0,,672.0,0.543,0.49,0.6
AL,Jackson County,1.0,71.0,2009,Mammography screening,50.0,,670.0,0.537,0.48,0.59
AL,Jackson County,1.0,71.0,2010,Mammography screening,50.0,,646.0,0.559,0.5,0.62
AL,Jackson County,1.0,71.0,2011,Mammography screening,50.0,,723.0,0.520055325,0.467488506,0.572622144
AL,Jefferson County,1.0,73.0,2003-2005,Mammography screening,50.0,,2575.0,0.658,0.63,0.69
AL,Jefferson County,1.0,73.0,2006-2007,Mammography screening,50.0,,1603.0,0.654,0.61,0.69
AL,Jefferson County,1.0,73.0,2008,Mammography screening,50.0,,3410.0,0.696,0.67,0.72
AL,Jefferson County,1.0,73.0,2009,Mammography screening,50.0,,3497.0,0.707,0.68,0.73
AL,Jefferson County,1.0,73.0,2010,Mammography screening,50.0,,3441.0,0.694,0.67,0.72
AL,Jefferson County,1.0,73.0,2011,Mammography screening,50.0,,3750.0,0.661333333,0.635304743,0.687361923
AL,Lamar County,1.0,75.0,2003-2005,Mammography screening,50.0,,,,,
AL,Lamar County,1.0,75.0,2006-2007,Mammography screening,50.0,,,,,
AL,Lamar County,1.0,75.0,2008,Mammography screening,50.0,,190.0,0.637,0.52,0.75
AL,Lamar County,1.0,75.0,2009,Mammography screening,50.0,,194.0,0.644,0.53,0.76
AL,Lamar County,1.0,75.0,2010,Mammography screening,50.0,,204.0,0.613,0.51,0.72
AL,Lamar County,1.0,75.0,2011,Mammography screening,50.0,,201.0,0.597014925,0.490195402,0.703834449
AL,Lauderdale County,1.0,77.0,2003-2005,Mammography screening,50.0,,691.0,0.682,0.62,0.74
AL,Lauderdale County,1.0,77.0,2006-2007,Mammography screening,50.0,,426.0,0.655,0.58,0.73
AL,Lauderdale County,1.0,77.0,2008,Mammography screening,50.0,,1077.0,0.681,0.63,0.73
AL,Lauderdale County,1.0,77.0,2009,Mammography screening,50.0,,1067.0,0.678,0.63,0.73
AL,Lauderdale County,1.0,77.0,2010,Mammography screening,50.0,,1080.0,0.662,0.61,0.71
AL,Lauderdale County,1.0,77.0,2011,Mammography screening,50.0,,1147.0,0.651264167,0.604560288,0.697968047
AL,Lawrence County,1.0,79.0,2003-2005,Mammography screening,50.0,,264.0,0.636,0.54,0.73
AL,Lawrence County,1.0,79.0,2006-2007,Mammography screening,50.0,,,,,
AL,Lawrence County,1.0,79.0,2008,Mammography screening,50.0,,448.0,0.658,0.58,0.73
AL,Lawrence County,1.0,79.0,2009,Mammography screening,50.0,,461.0,0.61,0.54,0.68
AL,Lawrence County,1.0,79.0,2010,Mammography screening,50.0,,465.0,0.617,0.55,0.69
AL,Lawrence County,1.0,79.0,2011,Mammography screening,50.0,,515.0,0.596116505,0.52943306,0.66279995
AL,Lee County,1.0,81.0,2003-2005,Mammography screening,50.0,,523.0,0.644,0.58,0.71
AL,Lee County,1.0,81.0,2006-2007,Mammography screening,50.0,,327.0,0.596,0.51,0.68
AL,Lee County,1.0,81.0,2008,Mammography screening,50.0,,829.0,0.644,0.59,0.7
AL,Lee County,1.0,81.0,2009,Mammography screening,50.0,,886.0,0.646,0.59,0.7
AL,Lee County,1.0,81.0,2010,Mammography screening,50.0,,889.0,0.634,0.58,0.69
AL,Lee County,1.0,81.0,2011,Mammography screening,50.0,,974.0,0.625256674,0.575596783,0.674916564
AL,Limestone County,1.0,83.0,2003-2005,Mammography screening,50.0,,419.0,0.649,0.57,0.73
AL,Limestone County,1.0,83.0,2006-2007,Mammography screening,50.0,,287.0,0.652,0.56,0.75
AL,Limestone County,1.0,83.0,2008,Mammography screening,50.0,,709.0,0.65,0.59,0.71
AL,Limestone County,1.0,83.0,2009,Mammography screening,50.0,,691.0,0.682,0.62,0.74
AL,Limestone County,1.0,83.0,2010,Mammography screening,50.0,,727.0,0.697,0.64,0.76
AL,Limestone County,1.0,83.0,2011,Mammography screening,50.0,,791.0,0.646017699,0.590004544,0.702030854
AL,Lowndes County,1.0,85.0,2003-2005,Mammography screening,50.0,,,,,
AL,Lowndes County,1.0,85.0,2006-2007,Mammography screening,50.0,,,,,
AL,Lowndes County,1.0,85.0,2008,Mammography screening,50.0,,52.0,0.615,0.4,0.83
AL,Lowndes County,1.0,85.0,2009,Mammography screening,50.0,,57.0,0.614,0.41,0.82
AL,Lowndes County,1.0,85.0,2010,Mammography screening,50.0,,61.0,0.639,0.44,0.84
AL,Lowndes County,1.0,85.0,2011,Mammography screening,50.0,,124.0,0.60483871,0.467950823,0.741726596
AL,Macon County,1.0,87.0,2003-2005,Mammography screening,50.0,,,,,
AL,Macon County,1.0,87.0,2006-2007,Mammography screening,50.0,,,,,
AL,Macon County,1.0,87.0,2008,Mammography screening,50.0,,115.0,0.548,0.41,0.68
AL,Macon County,1.0,87.0,2009,Mammography screening,50.0,,131.0,0.565,0.44,0.69
AL,Macon County,1.0,87.0,2010,Mammography screening,50.0,,149.0,0.597,0.47,0.72
AL,Macon County,1.0,87.0,2011,Mammography screening,50.0,,198.0,0.590909091,0.483835144,0.697983038
AL,Madison County,1.0,89.0,2003-2005,Mammography screening,50.0,,1798.0,0.637,0.6,0.67
AL,Madison County,1.0,89.0,2006-2007,Mammography screening,50.0,,1192.0,0.638,0.59,0.68
AL,Madison County,1.0,89.0,2008,Mammography screening,50.0,,2763.0,0.716,0.68,0.75
AL,Madison County,1.0,89.0,2009,Mammography screening,50.0,,2754.0,0.722,0.69,0.75
AL,Madison County,1.0,89.0,2010,Mammography screening,50.0,,2735.0,0.692,0.66,0.72
AL,Madison County,1.0,89.0,2011,Mammography screening,50.0,,2945.0,0.670288625,0.6407191,0.69985815
AL,Marengo County,1.0,91.0,2003-2005,Mammography screening,50.0,,,,,
AL,Marengo County,1.0,91.0,2006-2007,Mammography screening,50.0,,,,,
AL,Marengo County,1.0,91.0,2008,Mammography screening,50.0,,212.0,0.608,0.5,0.71
AL,Marengo County,1.0,91.0,2009,Mammography screening,50.0,,235.0,0.506,0.42,0.6
AL,Marengo County,1.0,91.0,2010,Mammography screening,50.0,,217.0,0.516,0.42,0.61
AL,Marengo County,1.0,91.0,2011,Mammography screening,50.0,,242.0,0.508264463,0.418440283,0.598088643
AL,Marion County,1.0,93.0,2003-2005,Mammography screening,50.0,,258.0,0.566,0.47,0.66
AL,Marion County,1.0,93.0,2006-2007,Mammography screening,50.0,,,,,
