state,county,state_code,county_code,year_span,measure_name,measure_id,numerator,denominator,raw_value,confidence_lower,confidence_upper
AL,Cleburne County,1,29,2009,Uninsured,85,2191,12287,0.178,0.15893617,0.19706383
AL,Cleburne County,1,29,2010,Uninsured,85,2202,12498,0.176,0.154618182,0.197381818
AL,Cleburne County,1,29,2011,Uninsured,85,2065,12344,0.167287751,0.148223921,0.186351581
AL,Coffee County,1,31,2006,Uninsured,85,6825,39951,0.171,17.04708,0.22392
AL,Coffee County,1,31,2007,Uninsured,85,6387,40711,0.157,0.11192,0.20208
AL,Coffee County,1,31,2008,Uninsured,85,6315,40234,0.157,0.12956,0.18444
AL,Coffee County,1,31,2009,Uninsured,85,6337,40728,0.156,0.140510638,0.171489362
AL,Coffee County,1,31,2010,Uninsured,85,7680,42397,0.181,0.161993939,0.200006061
AL,Coffee County,1,31,2011,Uninsured,85,7385,42664,0.173096756,0.156415905,0.189777607
AL,Colbert County,1,33,2006,Uninsured,85,6760,46054,0.147,14.65492,0.19208
AL,Colbert County,1,33,2007,Uninsured,85,6416,45773,0.14,0.1008,0.1792
AL,Colbert County,1,33,2008,Uninsured,85,7060,45093,0.157,0.13152,0.18248
AL,Colbert County,1,33,2009,Uninsured,85,7155,44475,0.161,0.144319149,0.177680851
AL,Colbert County,1,33,2010,Uninsured,85,6536,44606,0.147,0.130369697,0.163630303
AL,Colbert County,1,33,2011,Uninsured,85,6715,44665,0.150341431,0.13366058,0.167022282
AL,Conecuh County,1,35,2006,Uninsured,85,1708,11144,0.153,15.24904,0.20396
AL,Conecuh County,1,35,2007,Uninsured,85,1437,10850,0.132,0.09084,0.17316
AL,Conecuh County,1,35,2008,Uninsured,85,1603,10693,0.15,0.11864,0.18136
AL,Conecuh County,1,35,2009,Uninsured,85,1726,10333,0.167,0.14912766,0.18487234
AL,Conecuh County,1,35,2010,Uninsured,85,2011,10792,0.186,0.164618182,0.207381818
AL,Conecuh County,1,35,2011,Uninsured,85,2031,10670,0.190346767,0.168899958,0.211793575
AL,Coosa County,1,37,2006,Uninsured,85,1586,9136,0.174,17.34904,0.22496
AL,Coosa County,1,37,2007,Uninsured,85,1387,8978,0.154,0.11088,0.19712
AL,Coosa County,1,37,2008,Uninsured,85,1371,8881,0.154,0.1246,0.1834
AL,Coosa County,1,37,2009,Uninsured,85,1353,8513,0.159,0.14112766,0.17687234
AL,Coosa County,1,37,2010,Uninsured,85,1592,9488,0.168,0.146618182,0.189381818
AL,Coosa County,1,37,2011,Uninsured,85,1473,9152,0.160948427,0.141884597,0.180012256
AL,Covington County,1,39,2006,Uninsured,85,4820,30365,0.159,15.84708,0.21192
AL,Covington County,1,39,2007,Uninsured,85,4432,29914,0.148,0.10488,0.19112
AL,Covington County,1,39,2008,Uninsured,85,4791,29558,0.162,0.1326,0.1914
AL,Covington County,1,39,2009,Uninsured,85,5442,29178,0.187,0.16912766,0.20487234
AL,Covington County,1,39,2010,Uninsured,85,5360,30559,0.175,0.154806061,0.195193939
AL,Covington County,1,39,2011,Uninsured,85,5446,30809,0.176766529,0.1577027,0.195830359
AL,Crenshaw County,1,41,2006,Uninsured,85,2051,11656,0.176,17.54316,0.23284
AL,Crenshaw County,1,41,2007,Uninsured,85,1994,11520,0.173,0.124,0.222
AL,Crenshaw County,1,41,2008,Uninsured,85,2084,11411,0.183,0.14968,0.21632
AL,Crenshaw County,1,41,2009,Uninsured,85,2063,11288,0.183,0.16393617,0.20206383
AL,Crenshaw County,1,41,2010,Uninsured,85,2193,11591,0.189,0.167618182,0.210381818
AL,Crenshaw County,1,41,2011,Uninsured,85,2236,11671,0.191585982,0.171330663,0.211841302
AL,Cullman County,1,43,2006,Uninsured,85,12875,68392,0.188,18.74316,0.24484
AL,Cullman County,1,43,2007,Uninsured,85,11008,68880,0.16,0.11492,0.20508
AL,Cullman County,1,43,2008,Uninsured,85,12054,68081,0.177,0.1476,0.2064
AL,Cullman County,1,43,2009,Uninsured,85,12629,67770,0.186,0.169319149,0.202680851
AL,Cullman County,1,43,2010,Uninsured,85,12640,66807,0.189,0.169993939,0.208006061
AL,Cullman County,1,43,2011,Uninsured,85,11968,66835,0.179067854,0.161195513,0.196940194
AL,Dale County,1,45,2006,Uninsured,85,6241,41012,0.152,15.15296,0.19904
AL,Dale County,1,45,2007,Uninsured,85,5952,40917,0.145,0.10384,0.18616
AL,Dale County,1,45,2008,Uninsured,85,5530,40357,0.137,0.11348,0.16052
AL,Dale County,1,45,2009,Uninsured,85,6748,40913,0.165,0.148319149,0.181680851
AL,Dale County,1,45,2010,Uninsured,85,6359,42762,0.149,0.131181818,0.166818182
AL,Dale County,1,45,2011,Uninsured,85,6623,42395,0.156221253,0.139540401,0.172902104
AL,Dallas County,1,47,2006,Uninsured,85,3888,37389,0.104,10.36864,0.13536
AL,Dallas County,1,47,2007,Uninsured,85,4178,36529,0.114,0.08264,0.14536
AL,Dallas County,1,47,2008,Uninsured,85,5431,35768,0.152,0.12456,0.17944
AL,Dallas County,1,47,2009,Uninsured,85,5666,34328,0.165,0.148319149,0.181680851
AL,Dallas County,1,47,2010,Uninsured,85,6008,37408,0.161,0.141993939,0.180006061
AL,Dallas County,1,47,2011,Uninsured,85,5887,36930,0.159409694,0.140345864,0.178473524
AL,DeKalb County,1,49,2006,Uninsured,85,12035,58438,0.206,20.53924,0.26676
AL,DeKalb County,1,49,2007,Uninsured,85,10299,58552,0.176,0.127,0.225
AL,DeKalb County,1,49,2008,Uninsured,85,11698,58193,0.201,0.16768,0.23432
AL,DeKalb County,1,49,2009,Uninsured,85,11897,58506,0.203,0.18512766,0.22087234
AL,DeKalb County,1,49,2010,Uninsured,85,14290,60914,0.235,0.213618182,0.256381818
AL,DeKalb County,1,49,2011,Uninsured,85,14262,61237,0.232898411,0.212643092,0.25315373
AL,Elmore County,1,51,2006,Uninsured,85,10145,64092,0.158,15.75296,0.20504
AL,Elmore County,1,51,2007,Uninsured,85,9759,64557,0.151,0.1118,0.1902
AL,Elmore County,1,51,2008,Uninsured,85,9591,63352,0.151,0.12356,0.17844
AL,Elmore County,1,51,2009,Uninsured,85,9915,67702,0.146,0.131702128,0.160297872
AL,Elmore County,1,51,2010,Uninsured,85,9236,64606,0.143,0.127557576,0.158442424
AL,Elmore County,1,51,2011,Uninsured,85,9088,64733,0.140392072,0.12490271,0.155881434
AL,Escambia County,1,53,2006,Uninsured,85,4932,30764,0.16,15.94512,0.21488
AL,Escambia County,1,53,2007,Uninsured,85,4590,30362,0.151,0.10592,0.19608
AL,Escambia County,1,53,2008,Uninsured,85,6087,30025,0.203,0.16968,0.23632
AL,Escambia County,1,53,2009,Uninsured,85,6008,30820,0.195,0.174744681,0.215255319
AL,Escambia County,1,53,2010,Uninsured,85,5738,29467,0.195,0.173618182,0.216381818
AL,Escambia County,1,53,2011,Uninsured,85,5665,29332,0.193133779,0.17287846,0.213389098
AL,Etowah County,1,55,2006,Uninsured,85,13784,86719,0.159,15.84904,0.20996
AL,Etowah County,1,55,2007,Uninsured,85,11849,86558,0.137,0.09584,0.17816
AL,Etowah County,1,55,2008,Uninsured,85,14410,85377,0.169,0.1396,0.1984
AL,Etowah County,1,55,2009,Uninsured,85,14486,84915,0.171,0.155510638,0.186489362
AL,Etowah County,1,55,2010,Uninsured,85,15817,86267,0.183,0.165181818,0.200818182
AL,Etowah County,1,55,2011,Uninsured,85,14631,86345,0.169448144,0.152767293,0.186128995
AL,Fayette County,1,57,2006,Uninsured,85,2233,14648,0.152,15.14708,0.20492
AL,Fayette County,1,57,2007,Uninsured,85,1945,14571,0.133,0.09184,0.17416
AL,Fayette County,1,57,2008,Uninsured,85,2345,14380,0.163,0.13164,0.19436
AL,Fayette County,1,57,2009,Uninsured,85,2363,14065,0.168,0.15012766,0.18587234
AL,Fayette County,1,57,2010,Uninsured,85,2369,13986,0.169,0.148806061,0.189193939
AL,Fayette County,1,57,2011,Uninsured,85,2223,13942,0.159446277,0.140382448,0.178510107
AL,Franklin County,1,59,2006,Uninsured,85,4939,25771,0.192,19.14316,0.24884
AL,Franklin County,1,59,2007,Uninsured,85,4476,25918,0.173,0.12596,0.22004
AL,Franklin County,1,59,2008,Uninsured,85,4959,25713,0.193,0.15968,0.22632
AL,Franklin County,1,59,2009,Uninsured,85,5156,25935,0.199,0.17993617,0.21806383
AL,Franklin County,1,59,2010,Uninsured,85,6198,26708,0.232,0.208242424,0.255757576
AL,Franklin County,1,59,2011,Uninsured,85,5679,26983,0.210465849,0.18901904,0.231912657
AL,Geneva County,1,61,2006,Uninsured,85,3872,21540,0.18,17.9412,0.2388
AL,Geneva County,1,61,2007,Uninsured,85,3149,21571,0.146,0.10092,0.19108
AL,Geneva County,1,61,2008,Uninsured,85,3755,21332,0.176,0.14268,0.20932
AL,Geneva County,1,61,2009,Uninsured,85,4152,21004,0.198,0.17893617,0.21706383
AL,Geneva County,1,61,2010,Uninsured,85,4339,21997,0.197,0.175618182,0.218381818
AL,Geneva County,1,61,2011,Uninsured,85,4051,21985,0.184261997,0.165198167,0.203325827
AL,Greene County,1,63,2006,Uninsured,85,1170,7847,0.149,14.84904,0.19996
AL,Greene County,1,63,2007,Uninsured,85,966,7675,0.126,0.08484,0.16716
AL,Greene County,1,63,2008,Uninsured,85,1161,7533,0.154,0.12264,0.18536
AL,Greene County,1,63,2009,Uninsured,85,1213,7172,0.169,0.148744681,0.189255319
AL,Greene County,1,63,2010,Uninsured,85,1368,7553,0.181,0.158430303,0.203569697
AL,Greene County,1,63,2011,Uninsured,85,1324,7497,0.176603975,0.153965677,0.199242273
AL,Hale County,1,65,2006,Uninsured,85,2200,14971,0.147,14.64904,0.19796
AL,Hale County,1,65,2007,Uninsured,85,2042,14824,0.138,0.09488,0.18112
AL,Hale County,1,65,2008,Uninsured,85,2447,14552,0.168,0.13664,0.19936
AL,Hale County,1,65,2009,Uninsured,85,2750,14970,0.184,0.163744681,0.204255319
AL,Hale County,1,65,2010,Uninsured,85,2184,13138,0.166,0.145806061,0.186193939
AL,Hale County,1,65,2011,Uninsured,85,2451,12820,0.191185647,0.170930328,0.211440967
AL,Henry County,1,67,2006,Uninsured,85,2658,14007,0.19,18.9412,0.2488
AL,Henry County,1,67,2007,Uninsured,85,2387,13873,0.172,0.123,0.221
AL,Henry County,1,67,2008,Uninsured,85,2254,13710,0.164,0.13264,0.19536
AL,Henry County,1,67,2009,Uninsured,85,2361,13480,0.175,0.15593617,0.19406383
AL,Henry County,1,67,2010,Uninsured,85,2585,14118,0.183,0.161618182,0.204381818
AL,Henry County,1,67,2011,Uninsured,85,2463,14151,0.174051304,0.154987474,0.193115134
AL,Houston County,1,69,2006,Uninsured,85,12427,83220,0.149,14.851,0.198
AL,Houston County,1,69,2007,Uninsured,85,11628,83976,0.138,0.0988,0.1772
AL,Houston County,1,69,2008,Uninsured,85,12463,82667,0.151,0.12944,0.17256
AL,Houston County,1,69,2009,Uninsured,85,13628,82091,0.166,0.152893617,0.179106383
AL,Houston County,1,69,2010,Uninsured,85,14356,86035,0.167,0.152745455,0.181254546
AL,Houston County,1,69,2011,Uninsured,85,13917,86159,0.161526944,0.148420561,0.174633327
AL,Jackson County,1,71,2006,Uninsured,85,6920,44953,0.154,15.34708,0.20692
AL,Jackson County,1,71,2007,Uninsured,85,6245,44753,0.14,0.09884,0.18116
AL,Jackson County,1,71,2008,Uninsured,85,7168,44290,0.162,0.13456,0.18944
AL,Jackson County,1,71,2009,Uninsured,85,7221,43541,0.166,0.149319149,0.182680851
AL,Jackson County,1,71,2010,Uninsured,85,8206,44016,0.186,0.166993939,0.205006061
AL,Jackson County,1,71,2011,Uninsured,85,8104,43987,0.184236252,0.166363911,0.202108592
AL,Jefferson County,1,73,2006,Uninsured,85,75566,567804,0.133,13.2706,0.1624
AL,Jefferson County,1,73,2007,Uninsured,85,68453,568774,0.12,0.09452,0.14548
AL,Jefferson County,1,73,2008,Uninsured,85,78749,556850,0.141,0.12336,0.15864
AL,Jefferson County,1,73,2009,Uninsured,85,79450,556259,0.143,0.133468085,0.152531915
AL,Jefferson County,1,73,2010,Uninsured,85,90222,558803,0.161,0.150309091,0.171690909
AL,Jefferson County,1,73,2011,Uninsured,85,84467,557582,0.151488032,0.140764628,0.162211437
AL,Lamar County,1,75,2006,Uninsured,85,2126,12019,0.177,17.64316,0.23384
AL,Lamar County,1,75,2007,Uninsured,85,1825,11765,0.155,0.10796,0.20204
AL,Lamar County,1,75,2008,Uninsured,85,1949,11651,0.167,0.13368,0.20032
AL,Lamar County,1,75,2009,Uninsured,85,2005,11379,0.176,0.15693617,0.19506383
AL,Lamar County,1,75,2010,Uninsured,85,2023,11688,0.173,0.151618182,0.194381818
AL,Lamar County,1,75,2011,Uninsured,85,1933,11524,0.167736897,0.147481578,0.187992216
AL,Lauderdale County,1,77,2006,Uninsured,85,13204,73000,0.181,18.05296,0.22804
AL,Lauderdale County,1,77,2007,Uninsured,85,11338,73300,0.155,0.11384,0.19616
AL,Lauderdale County,1,77,2008,Uninsured,85,11382,72382,0.157,0.12956,0.18444
AL,Lauderdale County,1,77,2009,Uninsured,85,11773,72672,0.162,0.146510638,0.177489362
AL,Lauderdale County,1,77,2010,Uninsured,85,11498,75482,0.152,0.135369697,0.168630303
AL,Lauderdale County,1,77,2011,Uninsured,85,11483,75390,0.152314631,0.136825269,0.167803992
AL,Lawrence County,1,79,2006,Uninsured,85,4808,29904,0.161,16.04708,0.21392
AL,Lawrence County,1,79,2007,Uninsured,85,4307,29684,0.145,0.10188,0.18812
AL,Lawrence County,1,79,2008,Uninsured,85,4970,29409,0.169,0.1396,0.1984
AL,Lawrence County,1,79,2009,Uninsured,85,5239,29013,0.181,0.16312766,0.19887234
AL,Lawrence County,1,79,2010,Uninsured,85,5562,29198,0.19,0.169806061,0.210193939
AL,Lawrence County,1,79,2011,Uninsured,85,5104,28903,0.176590665,0.157526836,0.195654495
AL,Lee County,1,81,2006,Uninsured,85,26592,115663,0.23,22.9412,0.2888
AL,Lee County,1,81,2007,Uninsured,85,24792,117876,0.21,0.15512,0.26488
AL,Lee County,1,81,2008,Uninsured,85,15010,116836,0.128,0.1084,0.1476
AL,Lee County,1,81,2009,Uninsured,85,18579,120044,0.155,0.140702128,0.169297872
AL,Lee County,1,81,2010,Uninsured,85,19495,123528,0.158,0.141369697,0.174630303
AL,Lee County,1,81,2011,Uninsured,85,21210,125887,0.168484435,0.149420605,0.187548264
AL,Limestone County,1,83,2006,Uninsured,85,10137,63358,0.16,15.951,0.209
AL,Limestone County,1,83,2007,Uninsured,85,10619,65148,0.163,0.11988,0.20612
AL,Limestone County,1,83,2008,Uninsured,85,9909,64297,0.154,0.12852,0.17948
AL,Limestone County,1,83,2009,Uninsured,85,10607,67555,0.157,0.141510638,0.172489362
AL,Limestone County,1,83,2010,Uninsured,85,11663,69856,0.167,0.150369697,0.183630303
AL,Limestone County,1,83,2011,Uninsured,85,11749,71627,0.164030324,0.147349473,0.180711175
AL,Lowndes County,1,85,2006,Uninsured,85,1654,11134,0.149,14.84904,0.19996
AL,Lowndes County,1,85,2007,Uninsured,85,1948,10899,0.179,0.12804,0.22996
AL,Lowndes County,1,85,2008,Uninsured,85,1717,10738,0.16,0.12864,0.19136
AL,Lowndes County,1,85,2009,Uninsured,85,1722,10174,0.169,0.14993617,0.18806383
AL,Lowndes County,1,85,2010,Uninsured,85,1627,9571,0.17,0.148618182,0.191381818
AL,Lowndes County,1,85,2011,Uninsured,85,1646,9446,0.174253652,0.153998333,0.194508972
AL,Macon County,1,87,2006,Uninsured,85,2434,17207,0.141,14.04904,0.19196
AL,Macon County,1,87,2007,Uninsured,85,2321,16905,0.137,0.08996,0.18404
AL,Macon County,1,87,2008,Uninsured,85,2391,16557,0.144,0.1146,0.1734
AL,Macon County,1,87,2009,Uninsured,85,3054,17563,0.174,0.150170213,0.197829787
AL,Macon County,1,87,2010,Uninsured,85,2757,16826,0.164,0.141430303,0.186569697
AL,Macon County,1,87,2011,Uninsured,85,2591,16525,0.156792738,0.13534593,0.178239547
AL,Madison County,1,89,2006,Uninsured,85,43903,270014,0.163,16.26472,0.19828
AL,Madison County,1,89,2007,Uninsured,85,40653,276970,0.147,0.11564,0.17836
AL,Madison County,1,89,2008,Uninsured,85,36020,272016,0.132,0.11436,0.14964
AL,Madison County,1,89,2009,Uninsured,85,35550,278792,0.128,0.117276596,0.138723404
AL,Madison County,1,89,2010,Uninsured,85,40438,286037,0.141,0.129121212,0.152878788
AL,Madison County,1,89,2011,Uninsured,85,43122,288014,0.149721889,0.137806995,0.161636782
AL,Marengo County,1,91,2006,Uninsured,85,2657,18367,0.145,14.45296,0.19204
AL,Marengo County,1,91,2007,Uninsured,85,2359,17954,0.131,0.0918,0.1702
AL,Marengo County,1,91,2008,Uninsured,85,2620,17638,0.149,0.1196,0.1784
AL,Marengo County,1,91,2009,Uninsured,85,3009,17130,0.176,0.15812766,0.19387234
AL,Marengo County,1,91,2010,Uninsured,85,2930,17439,0.168,0.147806061,0.188193939
AL,Marengo County,1,91,2011,Uninsured,85,3029,17160,0.176515152,0.157451322,0.195578981
AL,Marion County,1,93,2006,Uninsured,85,3994,23974,0.167,16.64512,0.22188
AL,Marion County,1,93,2007,Uninsured,85,3519,23568,0.149,0.10392,0.19408
AL,Marion County,1,93,2008,Uninsured,85,3794,23336,0.163,0.13164,0.19436
AL,Marion County,1,93,2009,Uninsured,85,4219,23296,0.181,0.16193617,0.20006383
AL,Marion County,1,93,2010,Uninsured,85,4248,24571,0.173,0.152806061,0.193193939
AL,Marion County,1,93,2011,Uninsured,85,4258,24543,0.173491423,0.154427593,0.192555253
AL,Marshall County,1,95,2006,Uninsured,85,14054,75173,0.187,18.65296,0.23404
AL,Marshall County,1,95,2007,Uninsured,85,12953,75554,0.171,0.12984,0.21216
AL,Marshall County,1,95,2008,Uninsured,85,14286,74913,0.191,0.1616,0.2204
AL,Marshall County,1,95,2009,Uninsured,85,14085,75794,0.186,0.169319149,0.202680851
AL,Marshall County,1,95,2010,Uninsured,85,16893,78595,0.215,0.195993939,0.234006061
AL,Marshall County,1,95,2011,Uninsured,85,17055,79467,0.214617388,0.197936537,0.231298239
AL,Mobile County,1,97,2006,Uninsured,85,56111,352901,0.159,15.86276,0.19624
AL,Mobile County,1,97,2007,Uninsured,85,53869,353867,0.152,0.11868,0.18532
AL,Mobile County,1,97,2008,Uninsured,85,58969,349102,0.169,0.14744,0.19056
AL,Mobile County,1,97,2009,Uninsured,85,60350,349950,0.172,0.158893617,0.185106383
AL,Mobile County,1,97,2010,Uninsured,85,66095,354484,0.186,0.172933333,0.199066667
AL,Mobile County,1,97,2011,Uninsured,85,65567,352976,0.185754839,0.172648456,0.198861222
AL,Monroe County,1,99,2006,Uninsured,85,2702,19736,0.137,13.65296,0.18404
AL,Monroe County,1,99,2007,Uninsured,85,2763,19407,0.142,0.10084,0.18316
AL,Monroe County,1,99,2008,Uninsured,85,3112,19081,0.163,0.1336,0.1924
AL,Monroe County,1,99,2009,Uninsured,85,3138,18421,0.17,0.15212766,0.18787234
AL,Monroe County,1,99,2010,Uninsured,85,3548,19279,0.184,0.162618182,0.205381818
AL,Monroe County,1,99,2011,Uninsured,85,3504,19047,0.183965979,0.16371066,0.204221298
