state,county,state_code,county_code,year_span,measure_name,measure_id,numerator,denominator,raw_value,confidence_lower,confidence_upper
AL,Calhoun County,1,15,2008,Preventable hospital stays,5,,15611,91,86,96
AL,Calhoun County,1,15,2009,Preventable hospital stays,5,,15224,91,86,96
AL,Calhoun County,1,15,2010,Preventable hospital stays,5,,15258,99,94,104
AL,Calhoun County,1,15,2011,Preventable hospital stays,5,,15783,91.52823005,86.73368815,96.32277194
AL,Chambers County,1,17,2003-2005,Preventable hospital stays,5,,17385,89,85,94
AL,Chambers County,1,17,2006-2007,Preventable hospital stays,5,,10947,87,81,92
AL,Chambers County,1,17,2008,Preventable hospital stays,5,,4742,85,77,93
AL,Chambers County,1,17,2009,Preventable hospital stays,5,,4633,73,65,80
AL,Chambers County,1,17,2010,Preventable hospital stays,5,,4741,89,81,98
AL,Chambers County,1,17,2011,Preventable hospital stays,5,,4635,88.79332489,80.42974053,97.15690925
AL,Cherokee County,1,19,2003-2005,Preventable hospital stays,5,,9327,124,116,131
AL,Cherokee County,1,19,2006-2007,Preventable hospital stays,5,,6327,116,107,125
AL,Cherokee County,1,19,2008,Preventable hospital stays,5,,3022,116,103,129
AL,Cherokee County,1,19,2009,Preventable hospital stays,5,,3030,114,101,126
AL,Cherokee County,1,19,2010,Preventable hospital stays,5,,3004,116,103,128
AL,Cherokee County,1,19,2011,Preventable hospital stays,5,,3039,100.1615008,88.21405658,112.1089451
AL,Chilton County,1,21,2003-2005,Preventable hospital stays,5,,10966,124,117,130
AL,Chilton County,1,21,2006-2007,Preventable hospital stays,5,,6816,77,70,84
AL,Chilton County,1,21,2008,Preventable hospital stays,5,,3339,71,62,81
AL,Chilton County,1,21,2009,Preventable hospital stays,5,,3129,94,83,105
AL,Chilton County,1,21,2010,Preventable hospital stays,5,,3274,68,59,77
AL,Chilton County,1,21,2011,Preventable hospital stays,5,,3284,79.70281504,69.78299276,89.62263732
AL,Choctaw County,1,23,2003-2005,Preventable hospital stays,5,,6537,85,78,92
AL,Choctaw County,1,23,2006-2007,Preventable hospital stays,5,,4179,73,65,81
AL,Choctaw County,1,23,2008,Preventable hospital stays,5,,2054,82,70,94
AL,Choctaw County,1,23,2009,Preventable hospital stays,5,,2050,68,57,79
AL,Choctaw County,1,23,2010,Preventable hospital stays,5,,2202,64,53,74
AL,Choctaw County,1,23,2011,Preventable hospital stays,5,,2282,48.34837993,39.58755369,57.10920617
AL,Clarke County,1,25,2003-2005,Preventable hospital stays,5,,11148,110,104,116
AL,Clarke County,1,25,2006-2007,Preventable hospital stays,5,,7346,120,112,128
AL,Clarke County,1,25,2008,Preventable hospital stays,5,,3438,117,106,128
AL,Clarke County,1,25,2009,Preventable hospital stays,5,,3422,114,103,125
AL,Clarke County,1,25,2010,Preventable hospital stays,5,,3604,108,98,119
AL,Clarke County,1,25,2011,Preventable hospital stays,5,,3628,84.90604287,75.68912173,94.12296402
AL,Clay County,1,27,2003-2005,Preventable hospital stays,5,,8380,138,130,146
AL,Clay County,1,27,2006-2007,Preventable hospital stays,5,,5561,132,122,141
AL,Clay County,1,27,2008,Preventable hospital stays,5,,2058,163,145,180
AL,Clay County,1,27,2009,Preventable hospital stays,5,,1956,157,140,175
AL,Clay County,1,27,2010,Preventable hospital stays,5,,1918,144,127,161
AL,Clay County,1,27,2011,Preventable hospital stays,5,,1941,107.2896914,92.56660078,122.0127819
AL,Cleburne County,1,29,2003-2005,Preventable hospital stays,5,,5518,113,104,122
AL,Cleburne County,1,29,2006-2007,Preventable hospital stays,5,,3825,87,77,97
AL,Cleburne County,1,29,2008,Preventable hospital stays,5,,1916,93,79,107
AL,Cleburne County,1,29,2009,Preventable hospital stays,5,,1872,80,67,94
AL,Cleburne County,1,29,2010,Preventable hospital stays,5,,1861,92,77,106
AL,Cleburne County,1,29,2011,Preventable hospital stays,5,,1922,96.39664883,81.90580931,110.8874883
AL,Coffee County,1,31,2003-2005,Preventable hospital stays,5,,18501,120,115,125
AL,Coffee County,1,31,2006-2007,Preventable hospital stays,5,,12475,109,104,115
AL,Coffee County,1,31,2008,Preventable hospital stays,5,,5705,102,93,110
AL,Coffee County,1,31,2009,Preventable hospital stays,5,,5575,112,103,121
AL,Coffee County,1,31,2010,Preventable hospital stays,5,,5736,95,87,103
AL,Coffee County,1,31,2011,Preventable hospital stays,5,,6236,94.49955707,86.76865988,102.2304543
AL,Colbert County,1,33,2003-2005,Preventable hospital stays,5,,24659,105,101,109
AL,Colbert County,1,33,2006-2007,Preventable hospital stays,5,,16897,96,91,100
AL,Colbert County,1,33,2008,Preventable hospital stays,5,,8300,92,86,99
AL,Colbert County,1,33,2009,Preventable hospital stays,5,,7983,78,72,85
AL,Colbert County,1,33,2010,Preventable hospital stays,5,,8094,70,64,75
AL,Colbert County,1,33,2011,Preventable hospital stays,5,,8221,78.00574343,71.99031738,84.02116949
AL,Conecuh County,1,35,2003-2005,Preventable hospital stays,5,,4371,286,271,301
AL,Conecuh County,1,35,2006-2007,Preventable hospital stays,5,,2923,260,242,277
AL,Conecuh County,1,35,2008,Preventable hospital stays,5,,2043,236,216,257
AL,Conecuh County,1,35,2009,Preventable hospital stays,5,,1953,190,171,209
AL,Conecuh County,1,35,2010,Preventable hospital stays,5,,2030,179,161,197
AL,Conecuh County,1,35,2011,Preventable hospital stays,5,,1839,169.2052827,150.9489719,187.4615934
AL,Coosa County,1,37,2003-2005,Preventable hospital stays,5,,2022,79,67,91
AL,Coosa County,1,37,2006-2007,Preventable hospital stays,5,,1277,59,46,73
AL,Coosa County,1,37,2008,Preventable hospital stays,5,,1397,85,70,100
AL,Coosa County,1,37,2009,Preventable hospital stays,5,,1360,81,66,96
AL,Coosa County,1,37,2010,Preventable hospital stays,5,,1445,100,84,116
AL,Coosa County,1,37,2011,Preventable hospital stays,5,,1493,88.76958585,73.68287925,103.8562925
AL,Covington County,1,39,2003-2005,Preventable hospital stays,5,,18437,191,185,197
AL,Covington County,1,39,2006-2007,Preventable hospital stays,5,,12252,174,167,182
AL,Covington County,1,39,2008,Preventable hospital stays,5,,6202,159,149,169
AL,Covington County,1,39,2009,Preventable hospital stays,5,,6070,157,147,167
AL,Covington County,1,39,2010,Preventable hospital stays,5,,6200,153,144,163
AL,Covington County,1,39,2011,Preventable hospital stays,5,,6179,124.1264276,115.2664086,132.9864467
AL,Crenshaw County,1,41,2003-2005,Preventable hospital stays,5,,7590,124,116,132
AL,Crenshaw County,1,41,2006-2007,Preventable hospital stays,5,,4743,111,101,120
AL,Crenshaw County,1,41,2008,Preventable hospital stays,5,,1663,100,85,115
AL,Crenshaw County,1,41,2009,Preventable hospital stays,5,,1572,93,78,108
AL,Crenshaw County,1,41,2010,Preventable hospital stays,5,,1655,88,74,102
AL,Crenshaw County,1,41,2011,Preventable hospital stays,5,,1800,106.2489317,91.41188274,121.0859807
AL,Cullman County,1,43,2003-2005,Preventable hospital stays,5,,31194,106,102,110
AL,Cullman County,1,43,2006-2007,Preventable hospital stays,5,,20569,95,91,100
AL,Cullman County,1,43,2008,Preventable hospital stays,5,,10253,91,85,97
AL,Cullman County,1,43,2009,Preventable hospital stays,5,,9887,76,71,82
AL,Cullman County,1,43,2010,Preventable hospital stays,5,,9939,65,59,70
AL,Cullman County,1,43,2011,Preventable hospital stays,5,,10088,73.02034897,67.59540377,78.44529417
AL,Dale County,1,45,2003-2005,Preventable hospital stays,5,,15134,111,106,117
AL,Dale County,1,45,2006-2007,Preventable hospital stays,5,,10393,97,91,103
AL,Dale County,1,45,2008,Preventable hospital stays,5,,4802,97,88,106
AL,Dale County,1,45,2009,Preventable hospital stays,5,,4734,81,73,89
AL,Dale County,1,45,2010,Preventable hospital stays,5,,4835,79,71,87
AL,Dale County,1,45,2011,Preventable hospital stays,5,,5359,70.52013009,63.27546215,77.76479803
AL,Dallas County,1,47,2003-2005,Preventable hospital stays,5,,16699,94,90,99
AL,Dallas County,1,47,2006-2007,Preventable hospital stays,5,,9982,84,78,89
AL,Dallas County,1,47,2008,Preventable hospital stays,5,,4837,82,74,89
AL,Dallas County,1,47,2009,Preventable hospital stays,5,,4743,81,73,88
AL,Dallas County,1,47,2010,Preventable hospital stays,5,,4915,85,77,92
AL,Dallas County,1,47,2011,Preventable hospital stays,5,,4813,86.5860512,78.87202118,94.30008121
AL,DeKalb County,1,49,2003-2005,Preventable hospital stays,5,,25301,104,100,108
AL,DeKalb County,1,49,2006-2007,Preventable hospital stays,5,,16749,103,98,108
AL,DeKalb County,1,49,2008,Preventable hospital stays,5,,8052,107,100,114
AL,DeKalb County,1,49,2009,Preventable hospital stays,5,,7863,94,87,101
AL,DeKalb County,1,49,2010,Preventable hospital stays,5,,7965,95,87,102
AL,DeKalb County,1,49,2011,Preventable hospital stays,5,,8177,92.37944901,85.49643915,99.26245887
AL,Elmore County,1,51,2003-2005,Preventable hospital stays,5,,23698,103,99,107
AL,Elmore County,1,51,2006-2007,Preventable hospital stays,5,,15531,95,90,100
AL,Elmore County,1,51,2008,Preventable hospital stays,5,,6912,103,95,111
AL,Elmore County,1,51,2009,Preventable hospital stays,5,,6801,89,81,96
AL,Elmore County,1,51,2010,Preventable hospital stays,5,,7743,84,78,91
AL,Elmore County,1,51,2011,Preventable hospital stays,5,,8018,81.07200958,74.62241131,87.52160785
AL,Escambia County,1,53,2003-2005,Preventable hospital stays,5,,16181,134,129,140
AL,Escambia County,1,53,2006-2007,Preventable hospital stays,5,,11043,129,122,136
AL,Escambia County,1,53,2008,Preventable hospital stays,5,,5051,126,117,136
AL,Escambia County,1,53,2009,Preventable hospital stays,5,,4996,120,111,130
AL,Escambia County,1,53,2010,Preventable hospital stays,5,,5126,130,121,140
AL,Escambia County,1,53,2011,Preventable hospital stays,5,,5094,117.3571589,107.9822423,126.7320755
AL,Etowah County,1,55,2003-2005,Preventable hospital stays,5,,47144,112,109,115
AL,Etowah County,1,55,2006-2007,Preventable hospital stays,5,,29856,97,94,101
AL,Etowah County,1,55,2008,Preventable hospital stays,5,,14176,89,84,94
AL,Etowah County,1,55,2009,Preventable hospital stays,5,,13464,96,91,101
AL,Etowah County,1,55,2010,Preventable hospital stays,5,,13481,92,87,97
AL,Etowah County,1,55,2011,Preventable hospital stays,5,,13906,92.72043333,87.63490503,97.80596163
AL,Fayette County,1,57,2003-2005,Preventable hospital stays,5,,5891,91,83,99
AL,Fayette County,1,57,2006-2007,Preventable hospital stays,5,,3857,92,82,102
AL,Fayette County,1,57,2008,Preventable hospital stays,5,,2488,114,100,127
AL,Fayette County,1,57,2009,Preventable hospital stays,5,,2427,101,88,113
AL,Fayette County,1,57,2010,Preventable hospital stays,5,,2423,79,68,91
AL,Fayette County,1,57,2011,Preventable hospital stays,5,,2501,100.7894165,88.16858524,113.4102478
AL,Franklin County,1,59,2003-2005,Preventable hospital stays,5,,14296,135,129,141
AL,Franklin County,1,59,2006-2007,Preventable hospital stays,5,,9450,127,119,134
AL,Franklin County,1,59,2008,Preventable hospital stays,5,,4432,140,129,152
AL,Franklin County,1,59,2009,Preventable hospital stays,5,,4393,125,115,136
AL,Franklin County,1,59,2010,Preventable hospital stays,5,,4456,113,103,124
AL,Franklin County,1,59,2011,Preventable hospital stays,5,,4515,111.1154521,101.0375046,121.1933995
AL,Geneva County,1,61,2003-2005,Preventable hospital stays,5,,12740,128,122,134
AL,Geneva County,1,61,2006-2007,Preventable hospital stays,5,,8528,114,107,121
AL,Geneva County,1,61,2008,Preventable hospital stays,5,,4466,111,101,121
AL,Geneva County,1,61,2009,Preventable hospital stays,5,,4347,108,98,118
AL,Geneva County,1,61,2010,Preventable hospital stays,5,,4419,108,98,118
AL,Geneva County,1,61,2011,Preventable hospital stays,5,,4121,103.4469647,93.457891,113.4360383
AL,Greene County,1,63,2003-2005,Preventable hospital stays,5,,3523,111,102,121
AL,Greene County,1,63,2006-2007,Preventable hospital stays,5,,2293,124,111,137
AL,Greene County,1,63,2008,Preventable hospital stays,5,,1143,144,125,164
AL,Greene County,1,63,2009,Preventable hospital stays,5,,1103,113,95,130
AL,Greene County,1,63,2010,Preventable hospital stays,5,,1121,133,114,152
AL,Greene County,1,63,2011,Preventable hospital stays,5,,1133,116.2059715,98.58108689,133.830856
AL,Hale County,1,65,2003-2005,Preventable hospital stays,5,,6068,102,94,109
AL,Hale County,1,65,2006-2007,Preventable hospital stays,5,,4045,96,87,105
AL,Hale County,1,65,2008,Preventable hospital stays,5,,1755,122,107,137
AL,Hale County,1,65,2009,Preventable hospital stays,5,,1710,115,100,130
AL,Hale County,1,65,2010,Preventable hospital stays,5,,1766,99,85,113
AL,Hale County,1,65,2011,Preventable hospital stays,5,,2062,83.21422999,71.41273608,95.01572389
AL,Henry County,1,67,2003-2005,Preventable hospital stays,5,,7479,82,76,88
AL,Henry County,1,67,2006-2007,Preventable hospital stays,5,,4616,72,64,79
AL,Henry County,1,67,2008,Preventable hospital stays,5,,2636,50,42,58
AL,Henry County,1,67,2009,Preventable hospital stays,5,,2597,55,46,64
AL,Henry County,1,67,2010,Preventable hospital stays,5,,2640,55,46,64
AL,Henry County,1,67,2011,Preventable hospital stays,5,,2740,51.68460403,43.32937042,60.03983765
AL,Houston County,1,69,2003-2005,Preventable hospital stays,5,,37884,91,88,94
AL,Houston County,1,69,2006-2007,Preventable hospital stays,5,,26170,70,67,73
AL,Houston County,1,69,2008,Preventable hospital stays,5,,12557,63,59,68
AL,Houston County,1,69,2009,Preventable hospital stays,5,,12147,68,64,73
AL,Houston County,1,69,2010,Preventable hospital stays,5,,12370,63,59,68
AL,Houston County,1,69,2011,Preventable hospital stays,5,,12843,58.83384529,54.63712688,63.03056369
AL,Jackson County,1,71,2003-2005,Preventable hospital stays,5,,22457,142,137,148
AL,Jackson County,1,71,2006-2007,Preventable hospital stays,5,,15633,145,138,151
AL,Jackson County,1,71,2008,Preventable hospital stays,5,,7673,144,135,153
AL,Jackson County,1,71,2009,Preventable hospital stays,5,,7257,131,122,140
AL,Jackson County,1,71,2010,Preventable hospital stays,5,,7475,126,117,134
AL,Jackson County,1,71,2011,Preventable hospital stays,5,,7815,106.9409928,99.25652464,114.625461
AL,Jefferson County,1,73,2003-2005,Preventable hospital stays,5,,172744,71,70,73
AL,Jefferson County,1,73,2006-2007,Preventable hospital stays,5,,104092,59,58,61
AL,Jefferson County,1,73,2008,Preventable hospital stays,5,,49530,60,58,62
AL,Jefferson County,1,73,2009,Preventable hospital stays,5,,48000,54,52,56
AL,Jefferson County,1,73,2010,Preventable hospital stays,5,,48832,56,54,58
AL,Jefferson County,1,73,2011,Preventable hospital stays,5,,49354,55.5404539,53.55461845,57.52628934
AL,Lamar County,1,75,2003-2005,Preventable hospital stays,5,,7343,103,95,110
AL,Lamar County,1,75,2006-2007,Preventable hospital stays,5,,4755,98,89,107
AL,Lamar County,1,75,2008,Preventable hospital stays,5,,2337,107,93,120
AL,Lamar County,1,75,2009,Preventable hospital stays,5,,2331,109,95,122
AL,Lamar County,1,75,2010,Preventable hospital stays,5,,2365,113,99,126
AL,Lamar County,1,75,2011,Preventable hospital stays,5,,2397,95.94794165,83.24016198,108.6557213
AL,Lauderdale County,1,77,2003-2005,Preventable hospital stays,5,,39546,95,92,99
AL,Lauderdale County,1,77,2006-2007,Preventable hospital stays,5,,27142,83,79,86
AL,Lauderdale County,1,77,2008,Preventable hospital stays,5,,13284,82,77,87
AL,Lauderdale County,1,77,2009,Preventable hospital stays,5,,12877,75,70,80
AL,Lauderdale County,1,77,2010,Preventable hospital stays,5,,13126,66,61,70
AL,Lauderdale County,1,77,2011,Preventable hospital stays,5,,13306,69.96558637,65.41217481,74.51899793
AL,Lawrence County,1,79,2003-2005,Preventable hospital stays,5,,14287,125,119,131
AL,Lawrence County,1,79,2006-2007,Preventable hospital stays,5,,9813,139,132,147
AL,Lawrence County,1,79,2008,Preventable hospital stays,5,,4901,150,138,161
AL,Lawrence County,1,79,2009,Preventable hospital stays,5,,4839,126,115,136
AL,Lawrence County,1,79,2010,Preventable hospital stays,5,,4981,103,94,113
AL,Lawrence County,1,79,2011,Preventable hospital stays,5,,5151,94.55066128,85.76568412,103.3356384
AL,Lee County,1,81,2003-2005,Preventable hospital stays,5,,29118,69,66,72
AL,Lee County,1,81,2006-2007,Preventable hospital stays,5,,19491,64,60,68
AL,Lee County,1,81,2008,Preventable hospital stays,5,,9918,70,65,75
AL,Lee County,1,81,2009,Preventable hospital stays,5,,10073,62,57,66
AL,Lee County,1,81,2010,Preventable hospital stays,5,,10440,58,53,62
AL,Lee County,1,81,2011,Preventable hospital stays,5,,11277,53.99282151,49.68682548,58.29881754
AL,Limestone County,1,83,2003-2005,Preventable hospital stays,5,,22670,94,90,99
AL,Limestone County,1,83,2006-2007,Preventable hospital stays,5,,15559,87,82,92
AL,Limestone County,1,83,2008,Preventable hospital stays,5,,7877,87,80,94
AL,Limestone County,1,83,2009,Preventable hospital stays,5,,7939,77,71,84
AL,Limestone County,1,83,2010,Preventable hospital stays,5,,8322,76,69,82
AL,Limestone County,1,83,2011,Preventable hospital stays,5,,8633,72.04406139,66.17572532,77.91239746
AL,Lowndes County,1,85,2003-2005,Preventable hospital stays,5,,2899,68,59,77
AL,Lowndes County,1,85,2006-2007,Preventable hospital stays,5,,1561,63,51,74
AL,Lowndes County,1,85,2008,Preventable hospital stays,5,,903,70,54,86
AL,Lowndes County,1,85,2009,Preventable hospital stays,5,,904,89,71,106
AL,Lowndes County,1,85,2010,Preventable hospital stays,5,,992,66,52,81
AL,Lowndes County,1,85,2011,Preventable hospital stays,5,,1418,61.18596199,48.81669576,73.55522821
AL,Macon County,1,87,2003-2005,Preventable hospital stays,5,,7518,55,50,59
AL,Macon County,1,87,2006-2007,Preventable hospital stays,5,,4189,54,48,60
AL,Macon County,1,87,2008,Preventable hospital stays,5,,1990,54,45,62
AL,Macon County,1,87,2009,Preventable hospital stays,5,,2017,52,43,61
AL,Macon County,1,87,2010,Preventable hospital stays,5,,2119,51,42,59
AL,Macon County,1,87,2011,Preventable hospital stays,5,,2141,53.96037546,45.20742226,62.71332866
AL,Madison County,1,89,2003-2005,Preventable hospital stays,5,,97899,76,74,77
AL,Madison County,1,89,2006-2007,Preventable hospital stays,5,,66922,69,67,71
AL,Madison County,1,89,2008,Preventable hospital stays,5,,34005,62,60,65
AL,Madison County,1,89,2009,Preventable hospital stays,5,,34206,57,54,59
AL,Madison County,1,89,2010,Preventable hospital stays,5,,35314,56,54,59
AL,Madison County,1,89,2011,Preventable hospital stays,5,,36377,57.57047442,55.07403118,60.06691766
AL,Marengo County,1,91,2003-2005,Preventable hospital stays,5,,10016,107,101,113
AL,Marengo County,1,91,2006-2007,Preventable hospital stays,5,,6419,103,95,110
AL,Marengo County,1,91,2008,Preventable hospital stays,5,,2720,123,111,136
AL,Marengo County,1,91,2009,Preventable hospital stays,5,,2603,112,99,124
AL,Marengo County,1,91,2010,Preventable hospital stays,5,,2710,104,93,116
AL,Marengo County,1,91,2011,Preventable hospital stays,5,,2818,96.66929104,85.80233743,107.5362447
AL,Marion County,1,93,2003-2005,Preventable hospital stays,5,,14539,147,140,153
AL,Marion County,1,93,2006-2007,Preventable hospital stays,5,,9519,129,121,136
AL,Marion County,1,93,2008,Preventable hospital stays,5,,4488,141,130,153
AL,Marion County,1,93,2009,Preventable hospital stays,5,,4390,142,130,153
AL,Marion County,1,93,2010,Preventable hospital stays,5,,4554,137,126,148
AL,Marion County,1,93,2011,Preventable hospital stays,5,,4533,120.5172328,110.0982898,130.9361758
AL,Marshall County,1,95,2003-2005,Preventable hospital stays,5,,37243,121,117,124
AL,Marshall County,1,95,2006-2007,Preventable hospital stays,5,,25484,99,95,103
AL,Marshall County,1,95,2008,Preventable hospital stays,5,,12571,103,97,108
AL,Marshall County,1,95,2009,Preventable hospital stays,5,,12088,89,84,95
AL,Marshall County,1,95,2010,Preventable hospital stays,5,,12260,96,91,102
AL,Marshall County,1,95,2011,Preventable hospital stays,5,,12738,85.78393712,80.46699361,91.10088062
AL,Mobile County,1,97,2003-2005,Preventable hospital stays,5,,105730,84,82,85
AL,Mobile County,1,97,2006-2007,Preventable hospital stays,5,,65095,80,78,82
AL,Mobile County,1,97,2008,Preventable hospital stays,5,,30941,77,74,80
AL,Mobile County,1,97,2009,Preventable hospital stays,5,,30158,74,71,77
AL,Mobile County,1,97,2010,Preventable hospital stays,5,,30904,72,69,75
AL,Mobile County,1,97,2011,Preventable hospital stays,5,,31116,73.83444298,70.87613269,76.79275328
AL,Monroe County,1,99,2003-2005,Preventable hospital stays,5,,8754,142,134,149
AL,Monroe County,1,99,2006-2007,Preventable hospital stays,5,,5894,131,122,140
AL,Monroe County,1,99,2008,Preventable hospital stays,5,,2821,131,118,144
AL,Monroe County,1,99,2009,Preventable hospital stays,5,,2632,119,107,132
AL,Monroe County,1,99,2010,Preventable hospital stays,5,,2627,97,85,108
AL,Monroe County,1,99,2011,Preventable hospital stays,5,,2720,85.53239416,74.95083073,96.11395758
AL,Montgomery County,1,101,2003-2005,Preventable hospital stays,5,,69431,63,62,65
AL,Montgomery County,1,101,2006-2007,Preventable hospital stays,5,,41218,62,59,64
AL,Montgomery County,1,101,2008,Preventable hospital stays,5,,18082,62,58,65
AL,Montgomery County,1,101,2009,Preventable hospital stays,5,,17500,64,60,67
AL,Montgomery County,1,101,2010,Preventable hospital stays,5,,19646,59,56,62
AL,Montgomery County,1,101,2011,Preventable hospital stays,5,,19866,55.4977206,52.36935092,58.62609027
AL,Morgan County,1,103,2003-2005,Preventable hospital stays,5,,42452,113,109,116
AL,Morgan County,1,103,2006-2007,Preventable hospital stays,5,,29134,107,103,111
AL,Morgan County,1,103,2008,Preventable hospital stays,5,,14028,103,98,108
AL,Morgan County,1,103,2009,Preventable hospital stays,5,,13801,92,86,97
AL,Morgan County,1,103,2010,Preventable hospital stays,5,,14348,95,90,101
AL,Morgan County,1,103,2011,Preventable hospital stays,5,,14833,82.10719222,77.3719055,86.84247894
AL,Perry County,1,105,2003-2005,Preventable hospital stays,5,,2768,86,76,97
AL,Perry County,1,105,2006-2007,Preventable hospital stays,5,,1816,84,71,96
AL,Perry County,1,105,2008,Preventable hospital stays,5,,1385,83,69,97
AL,Perry County,1,105,2009,Preventable hospital stays,5,,1376,86,72,100
AL,Perry County,1,105,2010,Preventable hospital stays,5,,1456,82,69,95
AL,Perry County,1,105,2011,Preventable hospital stays,5,,1286,85.64947717,71.09304412,100.2059102
AL,Pickens County,1,107,2003-2005,Preventable hospital stays,5,,9044,116,109,123
AL,Pickens County,1,107,2006-2007,Preventable hospital stays,5,,5985,102,94,110
AL,Pickens County,1,107,2008,Preventable hospital stays,5,,2826,94,83,105
AL,Pickens County,1,107,2009,Preventable hospital stays,5,,2740,99,88,110
AL,Pickens County,1,107,2010,Preventable hospital stays,5,,2803,88,78,99
AL,Pickens County,1,107,2011,Preventable hospital stays,5,,2868,109.9739206,98.21476492,121.7330763
AL,Pike County,1,109,2003-2005,Preventable hospital stays,5,,10660,101,95,107
AL,Pike County,1,109,2006-2007,Preventable hospital stays,5,,6353,86,79,93
AL,Pike County,1,109,2008,Preventable hospital stays,5,,3165,94,83,104
AL,Pike County,1,109,2009,Preventable hospital stays,5,,3101,102,91,113
AL,Pike County,1,109,2010,Preventable hospital stays,5,,3390,96,85,106
AL,Pike County,1,109,2011,Preventable hospital stays,5,,3451,75.54188308,66.4975514,84.58621477
AL,Randolph County,1,111,2003-2005,Preventable hospital stays,5,,8993,125,118,132
AL,Randolph County,1,111,2006-2007,Preventable hospital stays,5,,5961,126,117,136
AL,Randolph County,1,111,2008,Preventable hospital stays,5,,3222,130,118,143
