state,county,state_code,county_code,year_span,measure_name,measure_id,rate
AL,Cherokee County,1,19,2006,Children in poverty,24,26
AL,Cherokee County,1,19,2007,Children in poverty,24,29
AL,Cherokee County,1,19,2008,Children in poverty,24,26
AL,Cherokee County,1,19,2009,Children in poverty,24,28
AL,Cherokee County,1,19,2010,Children in poverty,24,33
AL,Cherokee County,1,19,2011,Children in poverty,24,37
AL,Cherokee County,1,19,2012,Children in poverty,24,30
AL,Chilton County,1,21,2002,Children in poverty,24,22
AL,Chilton County,1,21,2003,Children in poverty,24,22
AL,Chilton County,1,21,2003,Children in poverty,24,22
AL,Chilton County,1,21,2004,Children in poverty,24,22
AL,Chilton County,1,21,2004,Children in poverty,24,22
AL,Chilton County,1,21,2005,Children in poverty,24,23
AL,Chilton County,1,21,2006,Children in poverty,24,26
AL,Chilton County,1,21,2007,Children in poverty,24,24
AL,Chilton County,1,21,2008,Children in poverty,24,24
AL,Chilton County,1,21,2009,Children in poverty,24,28
AL,Chilton County,1,21,2010,Children in poverty,24,32
AL,Chilton County,1,21,2011,Children in poverty,24,28
AL,Chilton County,1,21,2012,Children in poverty,24,30
AL,Choctaw County,1,23,2002,Children in poverty,24,25
AL,Choctaw County,1,23,2003,Children in poverty,24,27
AL,Choctaw County,1,23,2003,Children in poverty,24,27
AL,Choctaw County,1,23,2004,Children in poverty,24,28
AL,Choctaw County,1,23,2004,Children in poverty,24,28
AL,Choctaw County,1,23,2005,Children in poverty,24,32
AL,Choctaw County,1,23,2006,Children in poverty,24,31
AL,Choctaw County,1,23,2007,Children in poverty,24,30
AL,Choctaw County,1,23,2008,Children in poverty,24,29
AL,Choctaw County,1,23,2009,Children in poverty,24,30
AL,Choctaw County,1,23,2010,Children in poverty,24,30
AL,Choctaw County,1,23,2011,Children in poverty,24,36
AL,Choctaw County,1,23,2012,Children in poverty,24,30
AL,Clarke County,1,25,2002,Children in poverty,24,26
AL,Clarke County,1,25,2003,Children in poverty,24,28
AL,Clarke County,1,25,2003,Children in poverty,24,28
AL,Clarke County,1,25,2004,Children in poverty,24,29
AL,Clarke County,1,25,2004,Children in poverty,24,29
AL,Clarke County,1,25,2005,Children in poverty,24,30
AL,Clarke County,1,25,2006,Children in poverty,24,32
AL,Clarke County,1,25,2007,Children in poverty,24,31
AL,Clarke County,1,25,2008,Children in poverty,24,29
AL,Clarke County,1,25,2009,Children in poverty,24,38
AL,Clarke County,1,25,2010,Children in poverty,24,34
AL,Clarke County,1,25,2011,Children in poverty,24,35
AL,Clarke County,1,25,2012,Children in poverty,24,32
AL,Clay County,1,27,2002,Children in poverty,24,19
AL,Clay County,1,27,2003,Children in poverty,24,20
AL,Clay County,1,27,2003,Children in poverty,24,20
AL,Clay County,1,27,2004,Children in poverty,24,20
AL,Clay County,1,27,2004,Children in poverty,24,20
AL,Clay County,1,27,2005,Children in poverty,24,22
AL,Clay County,1,27,2006,Children in poverty,24,20
AL,Clay County,1,27,2007,Children in poverty,24,23
AL,Clay County,1,27,2008,Children in poverty,24,24
AL,Clay County,1,27,2009,Children in poverty,24,26
AL,Clay County,1,27,2010,Children in poverty,24,30
AL,Clay County,1,27,2011,Children in poverty,24,28
AL,Clay County,1,27,2012,Children in poverty,24,30
AL,Cleburne County,1,29,2002,Children in poverty,24,21
AL,Cleburne County,1,29,2003,Children in poverty,24,21
AL,Cleburne County,1,29,2003,Children in poverty,24,21
AL,Cleburne County,1,29,2004,Children in poverty,24,21
AL,Cleburne County,1,29,2004,Children in poverty,24,21
AL,Cleburne County,1,29,2005,Children in poverty,24,22
AL,Cleburne County,1,29,2006,Children in poverty,24,24
AL,Cleburne County,1,29,2007,Children in poverty,24,23
AL,Cleburne County,1,29,2008,Children in poverty,24,22
AL,Cleburne County,1,29,2009,Children in poverty,24,25
AL,Cleburne County,1,29,2010,Children in poverty,24,27
AL,Cleburne County,1,29,2011,Children in poverty,24,26
AL,Cleburne County,1,29,2012,Children in poverty,24,26
AL,Coffee County,1,31,2002,Children in poverty,24,21
AL,Coffee County,1,31,2003,Children in poverty,24,21
AL,Coffee County,1,31,2003,Children in poverty,24,21
AL,Coffee County,1,31,2004,Children in poverty,24,21
AL,Coffee County,1,31,2004,Children in poverty,24,21
AL,Coffee County,1,31,2005,Children in poverty,24,23
AL,Coffee County,1,31,2006,Children in poverty,24,21
AL,Coffee County,1,31,2007,Children in poverty,24,23
AL,Coffee County,1,31,2008,Children in poverty,24,23
AL,Coffee County,1,31,2009,Children in poverty,24,25
AL,Coffee County,1,31,2010,Children in poverty,24,30
AL,Coffee County,1,31,2011,Children in poverty,24,24
AL,Coffee County,1,31,2012,Children in poverty,24,22
AL,Colbert County,1,33,2002,Children in poverty,24,22
AL,Colbert County,1,33,2003,Children in poverty,24,22
AL,Colbert County,1,33,2003,Children in poverty,24,22
AL,Colbert County,1,33,2004,Children in poverty,24,21
AL,Colbert County,1,33,2004,Children in poverty,24,21
AL,Colbert County,1,33,2005,Children in poverty,24,24
AL,Colbert County,1,33,2006,Children in poverty,24,22
AL,Colbert County,1,33,2007,Children in poverty,24,24
AL,Colbert County,1,33,2008,Children in poverty,24,20
AL,Colbert County,1,33,2009,Children in poverty,24,25
AL,Colbert County,1,33,2010,Children in poverty,24,32
AL,Colbert County,1,33,2011,Children in poverty,24,28
AL,Colbert County,1,33,2012,Children in poverty,24,25
AL,Conecuh County,1,35,2002,Children in poverty,24,32
AL,Conecuh County,1,35,2003,Children in poverty,24,34
AL,Conecuh County,1,35,2003,Children in poverty,24,34
AL,Conecuh County,1,35,2004,Children in poverty,24,33
AL,Conecuh County,1,35,2004,Children in poverty,24,33
AL,Conecuh County,1,35,2005,Children in poverty,24,39
AL,Conecuh County,1,35,2006,Children in poverty,24,38
AL,Conecuh County,1,35,2007,Children in poverty,24,37
AL,Conecuh County,1,35,2008,Children in poverty,24,36
AL,Conecuh County,1,35,2009,Children in poverty,24,39
AL,Conecuh County,1,35,2010,Children in poverty,24,41
AL,Conecuh County,1,35,2011,Children in poverty,24,40
AL,Conecuh County,1,35,2012,Children in poverty,24,46
AL,Coosa County,1,37,2002,Children in poverty,24,22
AL,Coosa County,1,37,2003,Children in poverty,24,21
AL,Coosa County,1,37,2003,Children in poverty,24,21
AL,Coosa County,1,37,2004,Children in poverty,24,21
AL,Coosa County,1,37,2004,Children in poverty,24,21
AL,Coosa County,1,37,2005,Children in poverty,24,26
AL,Coosa County,1,37,2006,Children in poverty,24,23
AL,Coosa County,1,37,2007,Children in poverty,24,23
AL,Coosa County,1,37,2008,Children in poverty,24,24
AL,Coosa County,1,37,2009,Children in poverty,24,25
AL,Coosa County,1,37,2010,Children in poverty,24,30
AL,Coosa County,1,37,2011,Children in poverty,24,36
AL,Coosa County,1,37,2012,Children in poverty,24,31
AL,Covington County,1,39,2002,Children in poverty,24,25
AL,Covington County,1,39,2003,Children in poverty,24,26
AL,Covington County,1,39,2003,Children in poverty,24,26
AL,Covington County,1,39,2004,Children in poverty,24,27
AL,Covington County,1,39,2004,Children in poverty,24,27
AL,Covington County,1,39,2005,Children in poverty,24,26
AL,Covington County,1,39,2006,Children in poverty,24,25
AL,Covington County,1,39,2007,Children in poverty,24,31
AL,Covington County,1,39,2008,Children in poverty,24,26
AL,Covington County,1,39,2009,Children in poverty,24,32
AL,Covington County,1,39,2010,Children in poverty,24,30
AL,Covington County,1,39,2011,Children in poverty,24,34
AL,Covington County,1,39,2012,Children in poverty,24,34
AL,Crenshaw County,1,41,2002,Children in poverty,24,27
AL,Crenshaw County,1,41,2003,Children in poverty,24,27
AL,Crenshaw County,1,41,2003,Children in poverty,24,27
AL,Crenshaw County,1,41,2004,Children in poverty,24,27
AL,Crenshaw County,1,41,2004,Children in poverty,24,27
AL,Crenshaw County,1,41,2005,Children in poverty,24,34
AL,Crenshaw County,1,41,2006,Children in poverty,24,28
AL,Crenshaw County,1,41,2007,Children in poverty,24,25
AL,Crenshaw County,1,41,2008,Children in poverty,24,26
AL,Crenshaw County,1,41,2009,Children in poverty,24,29
AL,Crenshaw County,1,41,2010,Children in poverty,24,30
AL,Crenshaw County,1,41,2011,Children in poverty,24,28
AL,Crenshaw County,1,41,2012,Children in poverty,24,29
AL,Cullman County,1,43,2002,Children in poverty,24,19
AL,Cullman County,1,43,2003,Children in poverty,24,20
AL,Cullman County,1,43,2003,Children in poverty,24,20
AL,Cullman County,1,43,2004,Children in poverty,24,19
AL,Cullman County,1,43,2004,Children in poverty,24,19
AL,Cullman County,1,43,2005,Children in poverty,24,20
AL,Cullman County,1,43,2006,Children in poverty,24,20
AL,Cullman County,1,43,2007,Children in poverty,24,19
AL,Cullman County,1,43,2008,Children in poverty,24,20
AL,Cullman County,1,43,2009,Children in poverty,24,26
AL,Cullman County,1,43,2010,Children in poverty,24,27
AL,Cullman County,1,43,2011,Children in poverty,24,28
AL,Cullman County,1,43,2012,Children in poverty,24,26
AL,Dale County,1,45,2002,Children in poverty,24,23
AL,Dale County,1,45,2003,Children in poverty,24,24
AL,Dale County,1,45,2003,Children in poverty,24,24
AL,Dale County,1,45,2004,Children in poverty,24,24
AL,Dale County,1,45,2004,Children in poverty,24,24
AL,Dale County,1,45,2005,Children in poverty,24,24
AL,Dale County,1,45,2006,Children in poverty,24,23
AL,Dale County,1,45,2007,Children in poverty,24,24
AL,Dale County,1,45,2008,Children in poverty,24,22
AL,Dale County,1,45,2009,Children in poverty,24,25
AL,Dale County,1,45,2010,Children in poverty,24,26
AL,Dale County,1,45,2011,Children in poverty,24,28
AL,Dale County,1,45,2012,Children in poverty,24,28
AL,Dallas County,1,47,2002,Children in poverty,24,34
AL,Dallas County,1,47,2003,Children in poverty,24,36
AL,Dallas County,1,47,2003,Children in poverty,24,36
AL,Dallas County,1,47,2004,Children in poverty,24,38
AL,Dallas County,1,47,2004,Children in poverty,24,38
AL,Dallas County,1,47,2005,Children in poverty,24,49
AL,Dallas County,1,47,2006,Children in poverty,24,39
AL,Dallas County,1,47,2007,Children in poverty,24,42
AL,Dallas County,1,47,2008,Children in poverty,24,44
AL,Dallas County,1,47,2009,Children in poverty,24,53
AL,Dallas County,1,47,2010,Children in poverty,24,56
AL,Dallas County,1,47,2011,Children in poverty,24,50
AL,Dallas County,1,47,2012,Children in poverty,24,60
AL,DeKalb County,1,49,2002,Children in poverty,24,22
AL,DeKalb County,1,49,2003,Children in poverty,24,23
AL,DeKalb County,1,49,2003,Children in poverty,24,23
AL,DeKalb County,1,49,2004,Children in poverty,24,22
AL,DeKalb County,1,49,2004,Children in poverty,24,22
AL,DeKalb County,1,49,2005,Children in poverty,24,25
AL,DeKalb County,1,49,2006,Children in poverty,24,24
AL,DeKalb County,1,49,2007,Children in poverty,24,26
AL,DeKalb County,1,49,2008,Children in poverty,24,25
AL,DeKalb County,1,49,2009,Children in poverty,24,32
AL,DeKalb County,1,49,2010,Children in poverty,24,32
AL,DeKalb County,1,49,2011,Children in poverty,24,30
AL,DeKalb County,1,49,2012,Children in poverty,24,30
AL,Elmore County,1,51,2002,Children in poverty,24,17
AL,Elmore County,1,51,2003,Children in poverty,24,18
AL,Elmore County,1,51,2003,Children in poverty,24,18
AL,Elmore County,1,51,2004,Children in poverty,24,17
AL,Elmore County,1,51,2004,Children in poverty,24,17
AL,Elmore County,1,51,2005,Children in poverty,24,20
AL,Elmore County,1,51,2006,Children in poverty,24,16
AL,Elmore County,1,51,2007,Children in poverty,24,16
AL,Elmore County,1,51,2008,Children in poverty,24,15
AL,Elmore County,1,51,2009,Children in poverty,24,19
AL,Elmore County,1,51,2010,Children in poverty,24,18
AL,Elmore County,1,51,2011,Children in poverty,24,21
AL,Elmore County,1,51,2012,Children in poverty,24,20
AL,Escambia County,1,53,2002,Children in poverty,24,26
AL,Escambia County,1,53,2003,Children in poverty,24,26
AL,Escambia County,1,53,2003,Children in poverty,24,26
AL,Escambia County,1,53,2004,Children in poverty,24,26
AL,Escambia County,1,53,2004,Children in poverty,24,26
AL,Escambia County,1,53,2005,Children in poverty,24,31
AL,Escambia County,1,53,2006,Children in poverty,24,32
AL,Escambia County,1,53,2007,Children in poverty,24,31
AL,Escambia County,1,53,2008,Children in poverty,24,32
AL,Escambia County,1,53,2009,Children in poverty,24,30
AL,Escambia County,1,53,2010,Children in poverty,24,36
AL,Escambia County,1,53,2011,Children in poverty,24,32
AL,Escambia County,1,53,2012,Children in poverty,24,38
AL,Etowah County,1,55,2002,Children in poverty,24,24
AL,Etowah County,1,55,2003,Children in poverty,24,24
AL,Etowah County,1,55,2003,Children in poverty,24,24
AL,Etowah County,1,55,2004,Children in poverty,24,24
AL,Etowah County,1,55,2004,Children in poverty,24,24
AL,Etowah County,1,55,2005,Children in poverty,24,23
AL,Etowah County,1,55,2006,Children in poverty,24,24
AL,Etowah County,1,55,2007,Children in poverty,24,24
AL,Etowah County,1,55,2008,Children in poverty,24,24
AL,Etowah County,1,55,2009,Children in poverty,24,27
AL,Etowah County,1,55,2010,Children in poverty,24,29
AL,Etowah County,1,55,2011,Children in poverty,24,30
AL,Etowah County,1,55,2012,Children in poverty,24,31
AL,Fayette County,1,57,2002,Children in poverty,24,23
AL,Fayette County,1,57,2003,Children in poverty,24,24
AL,Fayette County,1,57,2003,Children in poverty,24,24
AL,Fayette County,1,57,2004,Children in poverty,24,25
AL,Fayette County,1,57,2004,Children in poverty,24,25
AL,Fayette County,1,57,2005,Children in poverty,24,27
AL,Fayette County,1,57,2006,Children in poverty,24,22
AL,Fayette County,1,57,2007,Children in poverty,24,23
AL,Fayette County,1,57,2008,Children in poverty,24,26
AL,Fayette County,1,57,2009,Children in poverty,24,27
AL,Fayette County,1,57,2010,Children in poverty,24,36
AL,Fayette County,1,57,2011,Children in poverty,24,33
AL,Fayette County,1,57,2012,Children in poverty,24,28
AL,Franklin County,1,59,2002,Children in poverty,24,25
AL,Franklin County,1,59,2003,Children in poverty,24,26
AL,Franklin County,1,59,2003,Children in poverty,24,26
AL,Franklin County,1,59,2004,Children in poverty,24,25
AL,Franklin County,1,59,2004,Children in poverty,24,25
AL,Franklin County,1,59,2005,Children in poverty,24,26
AL,Franklin County,1,59,2006,Children in poverty,24,25
AL,Franklin County,1,59,2007,Children in poverty,24,29
AL,Franklin County,1,59,2008,Children in poverty,24,28
AL,Franklin County,1,59,2009,Children in poverty,24,30
AL,Franklin County,1,59,2010,Children in poverty,24,34
AL,Franklin County,1,59,2011,Children in poverty,24,32
AL,Franklin County,1,59,2012,Children in poverty,24,31
AL,Geneva County,1,61,2002,Children in poverty,24,27
AL,Geneva County,1,61,2003,Children in poverty,24,28
AL,Geneva County,1,61,2003,Children in poverty,24,28
AL,Geneva County,1,61,2004,Children in poverty,24,27
AL,Geneva County,1,61,2004,Children in poverty,24,27
AL,Geneva County,1,61,2005,Children in poverty,24,31
AL,Geneva County,1,61,2006,Children in poverty,24,30
AL,Geneva County,1,61,2007,Children in poverty,24,30
AL,Geneva County,1,61,2008,Children in poverty,24,28
AL,Geneva County,1,61,2009,Children in poverty,24,30
AL,Geneva County,1,61,2010,Children in poverty,24,32
AL,Geneva County,1,61,2011,Children in poverty,24,42
AL,Geneva County,1,61,2012,Children in poverty,24,36
AL,Greene County,1,63,2002,Children in poverty,24,34
AL,Greene County,1,63,2003,Children in poverty,24,35
AL,Greene County,1,63,2003,Children in poverty,24,35
AL,Greene County,1,63,2004,Children in poverty,24,35
AL,Greene County,1,63,2004,Children in poverty,24,35
AL,Greene County,1,63,2005,Children in poverty,24,44
AL,Greene County,1,63,2006,Children in poverty,24,42
AL,Greene County,1,63,2007,Children in poverty,24,44
AL,Greene County,1,63,2008,Children in poverty,24,41
AL,Greene County,1,63,2009,Children in poverty,24,40
AL,Greene County,1,63,2010,Children in poverty,24,41
AL,Greene County,1,63,2011,Children in poverty,24,47
AL,Greene County,1,63,2012,Children in poverty,24,48
AL,Hale County,1,65,2002,Children in poverty,24,27
AL,Hale County,1,65,2003,Children in poverty,24,28
AL,Hale County,1,65,2003,Children in poverty,24,28
AL,Hale County,1,65,2004,Children in poverty,24,29
AL,Hale County,1,65,2004,Children in poverty,24,29
AL,Hale County,1,65,2005,Children in poverty,24,44
AL,Hale County,1,65,2006,Children in poverty,24,32
AL,Hale County,1,65,2007,Children in poverty,24,34
AL,Hale County,1,65,2008,Children in poverty,24,32
AL,Hale County,1,65,2009,Children in poverty,24,35
AL,Hale County,1,65,2010,Children in poverty,24,36
AL,Hale County,1,65,2011,Children in poverty,24,41
AL,Hale County,1,65,2012,Children in poverty,24,39
AL,Henry County,1,67,2002,Children in poverty,24,25
AL,Henry County,1,67,2003,Children in poverty,24,25
AL,Henry County,1,67,2003,Children in poverty,24,25
AL,Henry County,1,67,2004,Children in poverty,24,25
AL,Henry County,1,67,2004,Children in poverty,24,25
AL,Henry County,1,67,2005,Children in poverty,24,26
AL,Henry County,1,67,2006,Children in poverty,24,25
AL,Henry County,1,67,2007,Children in poverty,24,28
AL,Henry County,1,67,2008,Children in poverty,24,26
AL,Henry County,1,67,2009,Children in poverty,24,29
AL,Henry County,1,67,2010,Children in poverty,24,29
AL,Henry County,1,67,2011,Children in poverty,24,29
AL,Henry County,1,67,2012,Children in poverty,24,29
AL,Houston County,1,69,2002,Children in poverty,24,23
AL,Houston County,1,69,2003,Children in poverty,24,24
AL,Houston County,1,69,2003,Children in poverty,24,24
AL,Houston County,1,69,2004,Children in poverty,24,24
AL,Houston County,1,69,2004,Children in poverty,24,24
AL,Houston County,1,69,2005,Children in poverty,24,22
AL,Houston County,1,69,2006,Children in poverty,24,25
AL,Houston County,1,69,2007,Children in poverty,24,25
AL,Houston County,1,69,2008,Children in poverty,24,24
AL,Houston County,1,69,2009,Children in poverty,24,27
AL,Houston County,1,69,2010,Children in poverty,24,28
AL,Houston County,1,69,2011,Children in poverty,24,29
AL,Houston County,1,69,2012,Children in poverty,24,29
AL,Jackson County,1,71,2002,Children in poverty,24,22
AL,Jackson County,1,71,2003,Children in poverty,24,22
AL,Jackson County,1,71,2003,Children in poverty,24,22
AL,Jackson County,1,71,2004,Children in poverty,24,23
AL,Jackson County,1,71,2004,Children in poverty,24,23
AL,Jackson County,1,71,2005,Children in poverty,24,28
AL,Jackson County,1,71,2006,Children in poverty,24,23
AL,Jackson County,1,71,2007,Children in poverty,24,23
AL,Jackson County,1,71,2008,Children in poverty,24,23
AL,Jackson County,1,71,2009,Children in poverty,24,24
AL,Jackson County,1,71,2010,Children in poverty,24,29
AL,Jackson County,1,71,2011,Children in poverty,24,25
AL,Jackson County,1,71,2012,Children in poverty,24,25
AL,Jefferson County,1,73,2002,Children in poverty,24,20
AL,Jefferson County,1,73,2003,Children in poverty,24,20
AL,Jefferson County,1,73,2003,Children in poverty,24,20
AL,Jefferson County,1,73,2004,Children in poverty,24,21
AL,Jefferson County,1,73,2004,Children in poverty,24,21
AL,Jefferson County,1,73,2005,Children in poverty,24,24
AL,Jefferson County,1,73,2006,Children in poverty,24,20
AL,Jefferson County,1,73,2007,Children in poverty,24,22
AL,Jefferson County,1,73,2008,Children in poverty,24,19
AL,Jefferson County,1,73,2009,Children in poverty,24,23
AL,Jefferson County,1,73,2010,Children in poverty,24,28
AL,Jefferson County,1,73,2011,Children in poverty,24,27
AL,Jefferson County,1,73,2012,Children in poverty,24,28
AL,Lamar County,1,75,2002,Children in poverty,24,23
AL,Lamar County,1,75,2003,Children in poverty,24,24
AL,Lamar County,1,75,2003,Children in poverty,24,24
AL,Lamar County,1,75,2004,Children in poverty,24,24
AL,Lamar County,1,75,2004,Children in poverty,24,24
AL,Lamar County,1,75,2005,Children in poverty,24,25
AL,Lamar County,1,75,2006,Children in poverty,24,25
AL,Lamar County,1,75,2007,Children in poverty,24,26
AL,Lamar County,1,75,2008,Children in poverty,24,26
AL,Lamar County,1,75,2009,Children in poverty,24,26
AL,Lamar County,1,75,2010,Children in poverty,24,31
AL,Lamar County,1,75,2011,Children in poverty,24,31
AL,Lamar County,1,75,2012,Children in poverty,24,31
AL,Lauderdale County,1,77,2002,Children in poverty,24,22
AL,Lauderdale County,1,77,2003,Children in poverty,24,24
AL,Lauderdale County,1,77,2003,Children in poverty,24,24
AL,Lauderdale County,1,77,2004,Children in poverty,24,23
AL,Lauderdale County,1,77,2004,Children in poverty,24,23
AL,Lauderdale County,1,77,2005,Children in poverty,24,27
AL,Lauderdale County,1,77,2006,Children in poverty,24,24
AL,Lauderdale County,1,77,2007,Children in poverty,24,25
AL,Lauderdale County,1,77,2008,Children in poverty,24,22
AL,Lauderdale County,1,77,2009,Children in poverty,24,22
AL,Lauderdale County,1,77,2010,Children in poverty,24,26
AL,Lauderdale County,1,77,2011,Children in poverty,24,24
AL,Lauderdale County,1,77,2012,Children in poverty,24,29
AL,Lawrence County,1,79,2002,Children in poverty,24,20
AL,Lawrence County,1,79,2003,Children in poverty,24,21
AL,Lawrence County,1,79,2003,Children in poverty,24,21
AL,Lawrence County,1,79,2004,Children in poverty,24,20
AL,Lawrence County,1,79,2004,Children in poverty,24,20
AL,Lawrence County,1,79,2005,Children in poverty,24,22
AL,Lawrence County,1,79,2006,Children in poverty,24,20
